date,10001,10002,10003,10004,10005,10006,10007,10009,10010,10011,10012,10013,10014,10016,10017,10018,10019,10021,10022,10023,10024,10025,10026,10027,10028,10029,10030,10031,10032,10033,10034,10035,10036,10037,10038,10039,10040,10044,10065,10069,10075,10107,10110,10128,10153,10155,10280,10282,10301,10302,10303,10304,10305,10306,10307,10308,10309,10310,10312,10314,10452,10454,10455,10456,10457,10459,10460,10461,10462,10463,10464,10465,10466,10467,10468,10469,10470,10471,10472,10473,10474,10475,10501,10502,10504,10506,10507,10509,10510,10512,10514,10516,10517,10518,10519,10520,10522,10523,10524,10526,10527,10528,10530,10532,10533,10536,10537,10538,10541,10543,10546,10547,10548,10549,10550,10552,10553,10560,10562,10566,10567,10570,10573,10576,10577,10578,10579,10580,10583,10588,10589,10590,10591,10594,10595,10596,10597,10598,10601,10603,10604,10605,10606,10607,10701,10703,10704,10705,10706,10707,10708,10709,10710,10801,10803,10804,10805,10901,10912,10913,10917,10918,10919,10920,10921,10923,10924,10925,10926,10927,10928,10930,10933,10940,10941,10950,10952,10954,10956,10958,10960,10962,10963,10964,10965,10968,10969,10970,10973,10974,10976,10977,10980,10981,10983,10984,10986,10987,10989,10990,10992,10993,10994,10996,10998,11001,11002,11003,11004,11010,11020,11021,11022,11023,11024,11030,11040,11042,11050,1109,11096,11101,11102,11103,11104,11105,11106,11109,11122,11201,11203,11204,11205,11206,11207,11208,11209,11210,11211,11212,11213,11214,11215,11216,11217,11218,11219,11220,11221,11222,11223,11224,11225,11226,11228,11229,11230,11231,11232,11233,11234,11235,11236,11237,11238,11249,11354,11355,11356,11357,11358,11360,11361,11362,11363,11364,11365,11366,11367,11368,11369,11370,11372,11373,11374,11375,11377,11378,11379,11385,11411,11412,11413,11414,11415,11416,11417,11418,11419,11420,11421,11422,11423,11426,11427,11428,11429,11432,11433,11434,11435,11436,11501,11507,11509,11510,11514,11516,11518,11520,11530,11542,11545,11547,11548,11549,11550,11552,11553,11554,11557,11558,11559,11560,11561,11563,11565,11566,11568,11569,11570,11571,11572,11575,11576,11577,11579,11580,11581,11590,11596,11598,11691,11692,11693,11694,11697,11701,11702,11703,11704,11705,11706,11709,11710,11713,11714,11715,11716,11717,11718,11719,11720,11721,11722,11724,11725,11726,11727,11729,11730,11731,11732,11733,11735,11738,11739,11740,11741,11742,11743,11746,11747,11749,11751,11752,11753,11754,11755,11756,11757,11758,11762,11763,11764,11765,11766,11767,11768,11769,11770,11771,11772,11776,11777,11778,11779,11780,11782,11783,11784,11786,11787,11788,11789,11790,11791,11792,11793,11794,11795,11796,11797,11798,11801,11803,11804,11901,11930,11931,11932,11933,11934,11935,11937,11939,11940,11941,11942,11944,11946,11947,11948,11949,11950,11951,11952,11953,11954,11955,11956,11957,11959,11960,11961,11962,11963,11964,11965,11967,11968,11970,11971,11972,11973,11975,11976,11977,11978,11980,12009,12010,12015,12017,12018,12019,12020,12027,12032,12033,12037,12043,12047,12050,12051,12053,12054,12058,12060,12061,12063,12065,12072,12074,12075,12076,12077,12078,12083,12084,12090,12106,12110,12118,12120,12123,12125,12134,12136,12143,12144,12147,12148,12154,12156,12157,12158,12159,12168,12170,12173,12180,12182,12183,12184,12185,12186,12188,12189,12192,12194,12196,12198,12202,12203,12204,12205,12206,12207,12208,12209,12210,12211,12222,12226,12233,12302,12303,12304,12305,12306,12308,12309,12401,12402,12404,12405,12409,12410,12412,12414,12419,12420,12423,12424,12427,12428,12430,12431,12433,12436,12440,12442,12443,12444,12446,12448,12449,12453,12457,12461,12464,12466,12471,12472,12473,12474,12477,12480,12481,12483,12484,12485,12491,12493,12495,12496,12498,12501,12502,12507,12508,12514,12515,12516,12517,12518,12520,12521,12522,12523,12524,12525,12526,12528,12529,12531,12533,12534,12538,12540,12542,12544,12545,12546,12547,12549,12550,12553,12561,12563,12564,12566,12567,12569,12570,12571,12572,12574,12575,12577,12578,12580,12581,12582,12583,12585,12586,12589,12590,12592,12594,12601,12603,12604,12701,12719,12721,12722,12724,12725,12726,12729,12737,12743,12747,12748,12754,12758,12771,12775,12776,12777,12783,12785,12786,12789,12791,12801,12804,12808,12809,12814,12816,12817,12820,12822,12823,12827,12828,12831,12832,12834,12838,12839,12845,12847,12850,12853,12855,12859,12865,12866,12870,12871,12874,12878,12885,12887,12901,12903,12912,12917,12920,12929,12932,12941,12943,12946,12950,12953,12962,12965,12966,12972,12974,12976,12978,12983,12986,12987,12989,12992,12993,12996,12997,13021,13027,13029,13031,13033,13034,13035,13036,13037,13039,13041,13044,13045,13053,13057,13060,13062,13066,13068,13073,13074,13076,13077,13078,13080,13081,13084,13088,13090,13104,13108,13110,13111,13114,13120,13126,13132,13135,13138,13142,13146,13148,13152,13157,13159,13160,13166,13202,13203,13204,13205,13206,13207,13210,13212,13214,13215,13219,13220,13224,13303,13316,13317,13318,13323,13326,13329,13332,13337,13339,13340,13346,13350,13363,13365,13367,13403,13407,13413,13417,13421,13425,13433,13439,13440,13456,13460,13461,13464,13468,13478,13486,13492,13501,13502,13601,13603,13605,13606,13616,13617,13619,13624,13640,13645,13646,13652,13655,13658,13660,13661,13662,13668,13669,13676,13685,13730,13732,13734,13748,13750,13753,13756,13760,13775,13778,13780,13786,13790,13795,13801,13808,13809,13811,13812,13814,13815,13820,13825,13827,13830,13838,13839,13850,13851,13856,13862,13865,13901,13902,13903,13905,14001,14004,14009,14011,14020,14025,14028,14031,14032,14033,14034,14043,14047,14048,14051,14052,14054,14057,14058,14059,14063,14068,14072,14075,14080,14085,14086,14092,14094,14103,14108,14111,14120,14127,14131,14136,14139,14141,14150,14166,14170,14172,14174,14201,14202,14203,14204,14206,14207,14208,14209,14211,14212,14213,14214,14215,14216,14217,14218,14219,14220,14221,14222,14223,14224,14225,14226,14227,14228,14231,14240,14260,14304,14305,14410,14411,14414,14416,14420,14423,14424,14425,14428,14432,14433,14435,14437,14450,14454,14456,14464,14467,14468,14469,14470,14471,14472,14478,14482,14485,14487,14502,14505,14506,14510,14512,14513,14514,14519,14521,14522,14526,14527,14530,14532,14534,14543,14544,14546,14550,14551,14559,14564,14568,14580,14586,14589,14604,14605,14606,14607,14608,14609,14610,14611,14612,14615,14616,14617,14618,14619,14620,14621,14622,14623,14624,14625,14626,14701,14710,14712,14718,14722,14727,14737,14740,14750,14757,14760,14769,14770,14781,14802,14810,14812,14814,14816,14817,14818,14823,14830,14837,14843,14845,14847,14850,14853,14861,14867,14870,14871,14873,14879,14882,14883,14886,14889,14891,14892,14901,14903,14905,18040,20005,20603,21202,22202,2451,2461,2534,28173,29412,30309,33133,33178,33445,33755,33803,34102,4102,4107,45241,46037,60048,60143,6107,6437,646,67201,6830,6831,6840,7002,70119,7024,7032,7094,7304,7430,76244,7631,77254,8054,83001,85016,8831,88310,90069,90291,98407,,
2020,1.970410251,1.968998999,4.968998999,0.570410251,0.368998999,1.270380545,3.749432212,-0.131001001,3.468998999,4.168998999,0.981662551,4.020410251,3.668998999,2.119665354,0.519665354,0.219665354,3.019665354,4.019665354,1.719665354,3.606995728,5.819665354,2.719665354,-0.080334646,0.819665354,3.619665354,0.119665354,-0.580334646,0.933740943,-0.266381932,-0.166381932,-0.466381932,4.047266939,1.233618068,-0.366381932,2.019384428,-0.466381932,-0.466381932,-0.266381932,2.633618068,1.633618068,2.533618068,-0.566381932,-0.566381932,6.229806277,-0.070193723,-0.070193723,0.829806277,0.829806277,2.60326248,0.129806277,0.429806277,2.729806277,3.029806277,3.229806277,1.029806277,1.129806277,1.829806277,0.629806277,3.589577002,5.389577002,0.489577002,0.489577002,0.589577002,0.489577002,0.389577002,0.489577002,0.489577002,1.089577002,0.689577002,1.489577002,0.689577002,1.689577002,0.789577002,0.912782166,1.112782166,2.212782166,0.812782166,3.212782166,1.012782166,2.828556386,0.712782166,1.112782166,0.912782166,3.012782166,9.412782166,5.712782166,1.884974934,2.312782166,6.853751835,3.353751835,5.956526288,2.353751835,0.953751835,1.253751835,0.753751835,2.774038969,4.053751835,1.753751835,2.753751835,1.153751835,0.753751835,4.553751835,3.953751835,0.898681373,3.698681373,4.598681373,0.398681373,8.398681373,1.873248953,3.278991058,0.498681373,0.798681373,0.598681373,4.678991058,0.698681373,1.598681373,0.398681373,1.498681373,2.649031655,1.038762569,2.443289551,2.454926714,5.138762569,4.138762569,2.038762569,-0.161237431,0.538762569,4.084431978,13.7027397,-0.161237431,0.938762569,2.038762569,3.293289551,0.092648399,0.979682616,-0.607351601,0.192648399,2.792648399,2.337428812,0.592648399,1.692648399,3.292648399,1.192648399,0.592648399,1.892648399,0.092648399,-0.107351601,-0.107351601,1.905564561,-0.794435439,3.305564561,0.105564561,1.005564561,1.805564561,2.705564561,4.005564561,0.405564561,3.105564561,-1.094435439,0.305564561,-0.694435439,-0.394435439,-1.094435439,-0.235405108,-1.135405108,-1.035405108,1.064594892,-0.735405108,-0.835405108,-0.935405108,-1.035405108,-0.035405108,-1.035405108,1.118208198,-0.135405108,1.365655862,1.664594892,0.064594892,4.164594892,-0.835405108,3.264594892,-0.535405108,-1.135405108,-0.035405108,0.132877673,0.232877673,-1.067122327,0.832877673,-1.067122327,-0.767122327,-1.067122327,2.532877673,-0.567122327,-1.067122327,-0.267122327,-1.067122327,-0.867122327,0.032877673,-0.467122327,1.832877673,-0.867122327,-1.067122327,0.699797253,-1.067122327,-0.767122327,0.587355819,-1.112644181,0.187355819,-0.512644181,0.487355819,3.187355819,5.687355819,1.871821503,2.338219089,3.487355819,8.887355819,9.187355819,-1.112644181,4.643597112,-0.666530011,-1.012644181,2.808499323,0.287355819,-0.312644181,-0.812644181,0.787355819,-0.212644181,-0.312644181,1.366716833,3.989471595,0.143018596,1.643018596,2.263852927,0.243018596,0.043018596,0.343018596,1.443018596,1.543018596,3.843018596,1.766050478,0.543018596,1.743018596,4.643018596,0.943018596,2.343018596,2.043018596,0.943018596,0.443018596,0.243018596,3.699605929,3.397940979,0.397940979,0.897940979,0.797940979,1.697940979,3.497940979,3.197940979,3.897940979,0.497940979,0.897940979,3.897940979,2.597940979,0.997940979,0.297940979,3.197940979,4.497940979,1.797940979,2.097940979,0.797940979,2.997940979,2.797940979,1.616890115,2.016890115,3.016890115,1.716890115,3.416890115,3.416890115,2.016890115,2.216890115,2.425931326,1.016890115,2.324229769,1.216890115,3.486224933,2.816890115,5.316890115,2.763023565,1.716890115,1.216890115,2.116890115,0.516890115,0.816890115,1.708081902,1.408081902,1.008081902,0.908081902,1.208081902,1.408081902,1.108081902,1.608081902,0.908081902,1.208081902,1.908081902,2.408081902,1.808081902,1.108081902,0.708081902,2.708081902,0.608081902,1.008081902,1.508081902,0.908081902,2.408081902,3.103381637,1.103381637,2.703381637,0.503381637,1.703381637,1.203381637,2.703381637,3.286807052,3.403381637,6.603381637,0.603381637,1.403381637,0.503381637,1.503381637,1.903381637,0.803381637,4.103381637,2.503381637,0.903381637,3.403381637,2.703381637,3.830398592,1.630398592,0.530398592,5.730398592,4.630398592,0.430398592,2.809740476,2.289082359,2.630398592,0.430398592,10.93039859,5.730398592,1.630398592,1.430398592,4.430398592,4.230398592,2.630398592,5.130398592,0.730398592,1.030398592,0.430398592,2.330398592,0.020849985,0.920849985,1.820849985,1.220849985,2.020849985,1.220849985,2.720849985,1.020849985,5.520849985,0.820849985,1.120849985,0.820849985,1.120849985,1.220849985,0.420849985,0.720849985,2.420849985,1.620849985,0.820849985,2.320849985,4.220849985,0.328769724,0.628769724,0.828769724,0.528769724,3.428769724,0.028769724,6.328769724,2.152744204,0.828769724,-0.671230276,1.028769724,1.428769724,0.228769724,6.099501095,17.52876972,8.728769724,-0.371230276,0.328769724,-0.271230276,6.328769724,0.999501095,0.005268403,1.205268403,0.905268403,4.305268403,0.705268403,0.005268403,0.705268403,-1.094731597,0.205268403,0.105268403,5.705268403,-0.894731597,-1.294731597,3.405268403,1.137750434,0.005268403,0.805268403,-0.494731597,1.305268403,1.305268403,1.205268403,-0.613236496,0.286763504,-0.813236496,2.286763504,0.886763504,-1.013236496,1.986763504,7.828497985,-0.013236496,1.386763504,0.881741093,0.686763504,-1.413236496,4.986763504,-0.713236496,3.187922931,4.178497985,-0.613236496,-0.013236496,0.686763504,-1.513236496,-0.713236496,-1.013236496,-0.513236496,-0.813236496,3.478497985,-1.513236496,-0.713236496,-1.213236496,-0.513236496,-1.313236496,0.786763504,-1.513236496,-1.013236496,0.186763504,-1.513236496,-0.913236496,-0.413236496,-0.413236496,-0.385331068,-0.985331068,-1.085331068,-0.685331068,-0.385331068,0.014668932,-0.385331068,-0.385331068,2.014668932,-0.685331068,-0.385331068,-0.685331068,3.148883576,-1.085331068,0.014668932,-1.085331068,-1.085331068,0.014668932,1.414668932,-0.785331068,0.014668932,-0.585331068,-0.285331068,-0.485331068,-0.885331068,-1.085331068,-0.185331068,0.114668932,1.814668932,-0.385331068,-1.085331068,-0.685331068,-0.685331068,0.874834011,0.314668932,-1.085331068,-0.985331068,-0.785331068,2.114668932,-1.026152658,-0.726152658,-0.426152658,-1.026152658,2.773847342,-1.026152658,-1.026152658,-0.726152658,-0.926152658,-0.126152658,-0.926152658,-0.926152658,-0.426152658,-1.026152658,-1.026152658,0.673847342,-0.326152658,-1.026152658,-1.026152658,-1.026152658,-0.926152658,-0.926152658,-0.926152658,-0.126152658,-1.026152658,0.173847342,-1.026152658,-1.026152658,-0.926152658,-0.526152658,1.273847342,-1.026152658,-0.726152658,-0.926152658,1.172039904,-0.426152658,-1.026152658,-0.526152658,-0.826152658,0.574291579,-0.425708421,0.474291579,-0.725708421,-0.725708421,-0.525708421,0.074291579,-0.425708421,1.974291579,-0.325708421,0.874291579,0.322262022,2.241805725,0.474291579,-0.425708421,-0.525708421,0.374291579,2.839600635,-0.725708421,1.616074896,0.574291579,0.774291579,0.174291579,-0.425708421,0.474291579,-0.225708421,2.46881379,2.356946107,0.7786949,-0.325708421,-0.725708421,-0.125708421,-0.725708421,-0.725708421,0.074291579,-0.625708421,-0.725708421,-0.725708421,-0.725708421,-0.725708421,-0.525708421,0.034506541,0.034506541,0.134506541,0.134506541,0.134506541,0.234506541,0.234506541,0.034506541,0.234506541,0.034506541,0.234506541,0.134506541,0.134506541,0.534506541,0.034506541,0.234506541,0.034506541,0.034506541,0.134506541,0.034506541,1.063527849,0.134506541,0.334506541,0.034506541,0.434506541,0.034506541,0.134506541,0.134506541,0.034506541,0.134506541,1.934506541,0.134506541,0.134506541,0.034506541,1.634506541,0.034506541,0.134506541,0.034506541,0.034506541,1.116742036,0.716742036,0.616742036,0.516742036,0.416742036,1.116742036,1.416742036,1.416742036,1.978171336,1.016742036,0.416742036,4.316742036,2.216742036,1.416742036,1.316742036,0.316742036,0.316742036,0.616742036,0.616742036,0.416742036,0.916742036,1.637955489,1.716742036,3.016742036,1.016742036,1.016742036,1.116742036,0.816742036,1.016742036,1.116742036,1.716742036,3.016742036,0.316742036,0.316742036,0.316742036,0.616742036,0.816742036,0.716742036,0.816742036,1.24905157,0.74905157,0.84905157,1.14905157,3.04905157,0.64905157,0.64905157,2.416074896,4.14905157,0.64905157,0.84905157,0.64905157,1.04905157,0.64905157,0.64905157,0.64905157,0.64905157,0.64905157,0.64905157,0.64905157,0.64905157,0.84905157,0.64905157,0.64905157,1.04905157,1.14905157,0.74905157,0.64905157,0.64905157,0.64905157,2.539600635,0.84905157,0.64905157,0.770800363,2.594326103,0.64905157,0.64905157,0.74905157,0.84905157,0.74905157,0.730990908,0.730990908,0.730990908,0.730990908,0.830990908,1.830990908,0.730990908,0.730990908,0.730990908,1.230990908,1.230990908,0.730990908,0.730990908,0.830990908,0.730990908,0.830990908,0.830990908,7.230990908,0.730990908,0.830990908,0.730990908,0.830990908,0.730990908,0.730990908,2.033419582,0.830990908,0.730990908,0.730990908,0.730990908,0.730990908,0.730990908,0.730990908,0.930990908,1.230990908,0.730990908,0.730990908,1.030990908,0.730990908,0.730990908,0.348607334,0.348607334,0.348607334,0.348607334,0.548607334,0.348607334,0.348607334,0.448607334,0.348607334,0.748607334,0.348607334,0.348607334,0.848607334,1.848607334,0.848607334,1.248607334,0.448607334,0.348607334,1.448607334,0.348607334,0.548607334,0.648607334,0.670578245,0.348607334,1.048607334,0.548607334,0.770578245,0.548607334,0.448607334,2.548607334,1.148607334,0.348607334,0.448607334,0.548607334,0.448607334,1.948607334,0.348607334,0.448607334,0.448607334,0.056823231,0.656823231,3.156823231,-0.043176769,-0.243176769,-0.243176769,-0.143176769,-0.143176769,0.574686194,-0.143176769,-0.143176769,-0.243176769,-0.243176769,-0.243176769,-0.143176769,1.356823231,-0.243176769,-0.043176769,-0.243176769,-0.243176769,-0.243176769,0.056823231,0.056823231,-0.243176769,-0.143176769,0.256823231,0.424686194,0.156823231,-0.143176769,0.356823231,0.056823231,-0.243176769,-0.043176769,-0.243176769,-0.243176769,-0.243176769,-0.243176769,0.656823231,0.456823231,-0.830408686,-0.730408686,-0.730408686,-0.730408686,-0.830408686,-0.130408686,-0.730408686,-0.830408686,-0.830408686,-0.830408686,0.900580369,-0.830408686,1.604595975,-0.730408686,-0.530408686,-0.830408686,-0.830408686,-0.830408686,-0.230408686,-0.730408686,-0.730408686,-0.830408686,-0.830408686,-0.830408686,-0.830408686,-0.830408686,-0.830408686,0.231070235,-0.230408686,-0.430408686,-0.830408686,-0.830408686,-0.830408686,-0.830408686,-0.530408686,-0.730408686,-0.830408686,-0.830408686,-0.830408686,-1.098987625,-1.098987625,-1.098987625,-1.098987625,-1.098987625,-1.098987625,-1.098987625,-1.098987625,-1.098987625,-0.698987625,-0.998987625,-1.098987625,-0.898987625,-1.098987625,-1.098987625,-1.098987625,-0.898987625,-1.098987625,0.201012375,-1.098987625,-1.098987625,-1.098987625,-1.098987625,-0.798987625,-1.098987625,-1.098987625,-1.098987625,-1.098987625,-1.098987625,-1.098987625,-1.098987625,-0.898987625,-0.698987625,-0.998987625,-0.198987625,-0.998987625,-1.098987625,-1.098987625,1.442055298,-1.394879676,-1.294879676,-1.394879676,-1.394879676,-0.358067577,3.075998203,-0.794879676,-0.194879676,-0.894879676,-1.194879676,-1.394879676,-1.394879676,-0.194879676,-0.994879676,-1.394879676,0.105120324,-0.394879676,-1.294879676,-1.394879676,-1.094879676,-1.194879676,-1.394879676,2.005120324,0.605120324,-1.394879676,-1.394879676,-1.394879676,-0.894879676,-1.294879676,-0.694879676,-0.694879676,-0.094879676,-1.194879676,-1.094879676,0.605120324,-0.394879676,-0.294879676,-1.394879676,-1.394879676,-1.394879676,0.005120324,1.305120324,-1.394879676,-1.394879676,-1.394879676,-1.394879676,-0.394879676,-1.394879676,-1.294879676,-1.394879676,-1.294879676,-1.094879676,-1.294879676,-1.194879676,-0.994879676,-1.076522855,-1.076522855,-1.276522855,-0.176522855,-0.976522855,-1.276522855,-0.876522855,-0.676522855,-1.076522855,0.123477145,-0.376522855,-1.176522855,-1.276522855,-0.876522855,4.403287683,1.26402621,-1.076522855,-0.176522855,-0.776522855,1.223477145,-1.176522855,0.351110833,-1.276522855,-1.276522855,-0.398889167,-0.976522855,-1.076522855,-1.276522855,-0.876522855,-1.276522855,-1.276522855,0.795106629,-1.176522855,1.123477145,-0.576522855,-0.876522855,-1.176522855,-1.176522855,-0.976522855,-1.276522855,2.601110833,0.603287683,-0.776522855,-1.276522855,-0.676522855,-0.676522855,-1.076522855,-1.076522855,-1.176522855,-0.076522855,-1.176522855,-1.076522855,-0.976522855,-1.076522855,-0.376226698,-0.976226698,-0.976226698,-0.976226698,-0.676226698,-0.576226698,-0.476226698,-0.476226698,-1.076226698,-0.876226698,1.823773302,-0.376226698,-1.076226698,-1.076226698,9.223773302,-0.576226698,-1.076226698,-0.676226698,-1.076226698,-0.976226698,0.223773302,3.323773302,-0.776226698,3.023773302,-0.076226698,-0.876226698,-0.876226698,-0.976226698,0.84737282,0.423773302,-1.076226698,1.051258912,1.823773302,-0.876226698,0.451258912,-0.976226698,-0.976226698,0.323773302,4.923773302,-0.476226698,0.623773302,-0.876226698,-0.476226698,0.923773302,1.153435762,0.923773302,0.423773302,-0.576226698,-1.076226698,-0.976226698,-1.076226698,-1.076226698,-1.076226698,-1.076226698,-0.484442595,0.215557405,1.17757902,-0.484442595,-0.384442595,-0.484442595,-0.484442595,1.02757902,-0.484442595,-0.284442595,-0.484442595,-0.484442595,-0.284442595,-0.084442595,-0.484442595,0.615557405,-0.484442595,-0.484442595,0.115557405,-0.484442595,5.047150963,-0.284442595,-0.484442595,-0.184442595,0.115557405,-0.384442595,-0.484442595,-0.484442595,-0.184442595,-0.384442595,0.415557405,-0.484442595,-0.384442595,-0.184442595,-0.484442595,-0.184442595,-0.484442595,-0.484442595,-0.384442595,-0.484442595,-0.484442595,-0.484442595,-0.666530011,-1.303835968,-1.303835968,-0.484442595,-0.484442595,-0.484442595,-0.484442595,-0.484442595,-0.484442595,-0.484442595,-0.484442595,-0.484442595,-1.303835968,-1.303835968,-0.084442595,0.115557405,-0.484442595,-0.111163392,-1.303835968,-1.303835968,-0.666530011,-0.111163392,-1.303835968,1.594326103,-1.303835968,-1.303835968,-0.111163392,-1.303835968,-1.303835968,-1.303835968,-1.303835968,-1.303835968,-0.111163392,-1.303835968,-0.111163392,-1.131001001,-0.111163392,-0.111163392,-1.231001001,-0.111163392,-0.111163392,-0.111163392,-0.111163392,,2727.13435
