Reg Valid Date,KINGS,SUFFOLK,ERIE,RICHMOND,OSWEGO,RENSSELAER,BRONX,WESTCHESTER,NEW YORK,ROCKLAND,MONROE,ORANGE,NASSAU,ONONDAGA,QUEENS,DUTCHESS,SULLIVAN,ONTARIO,ONEIDA,BROOME,PUTNAM,ALBANY,WAYNE,ULSTER,SARATOGA,TOMPKINS,LEWIS,ESSEX,SCHENECTADY,NIAGARA,ST LAWRENCE,GREENE,SCHUYLER,CAYUGA,OTSEGO,COLUMBIA,CORTLAND,WARREN,STEUBEN,TIOGA,CLINTON,CHAUTAUQUA,SCHOHARIE,OUT-OF-STATE,FULTON,GENESEE,LIVINGSTON,SENECA,ALLEGANY,WYOMING,CATTARAUGUS,JEFFERSON,HERKIMER,HAMILTON,CHEMUNG,MADISON,MONTGOMERY,ORLEANS,YATES,DELAWARE,FRANKLIN,WASHINGTON,CHENANGO,State Total
2020-01-31,46.0,20,12.0,1.0,2.0,7.0,32.0,51.0,267.0,2.0,29.0,3.0,33.0,8.0,201.0,6.0,1.0,2.0,9.0,26.0,0.0,20.0,0.0,8.0,2.0,10.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,4.0,4.0,3.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,825.0
2020-02-29,53.0,39,24.0,2.0,3.0,8.0,34.0,76.0,286.0,6.0,37.0,6.0,60.0,10.0,206.0,8.0,1.0,2.0,10.0,26.0,0.0,26.0,0.0,10.0,8.0,10.0,0.0,0.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,1.0,4.0,4.0,4.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,990.0
2020-03-31,72.0,98,46.0,10.0,4.0,13.0,36.0,149.0,331.0,18.0,61.0,14.0,135.0,18.0,234.0,21.0,3.0,4.0,11.0,30.0,3.0,33.0,0.0,17.0,14.0,18.0,0.0,0.0,10.0,5.0,1.0,1.0,0.0,1.0,0.0,5.0,0.0,4.0,1.0,3.0,5.0,4.0,5.0,3.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1454.0
2020-04-30,86.0,140,55.0,16.0,4.0,16.0,41.0,213.0,368.0,25.0,79.0,19.0,180.0,28.0,251.0,29.0,5.0,6.0,13.0,32.0,5.0,35.0,1.0,20.0,18.0,22.0,0.0,1.0,15.0,7.0,1.0,1.0,1.0,1.0,1.0,7.0,0.0,5.0,2.0,5.0,6.0,5.0,5.0,4.0,0.0,1.0,5.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,1792.0
2020-05-31,116.0,224,72.0,22.0,8.0,19.0,44.0,292.0,437.0,44.0,109.0,26.0,282.0,35.0,276.0,41.0,6.0,13.0,15.0,34.0,8.0,45.0,4.0,29.0,27.0,29.0,1.0,2.0,26.0,8.0,3.0,5.0,2.0,1.0,2.0,10.0,0.0,5.0,2.0,5.0,7.0,7.0,5.0,7.0,1.0,3.0,5.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,1.0,4.0,0.0,2.0,0.0,0.0,3.0,2.0,1.0,2383.0
2020-06-30,215.0,434,103.0,44.0,9.0,28.0,56.0,492.0,605.0,77.0,174.0,40.0,484.0,55.0,361.0,78.0,10.0,27.0,22.0,39.0,18.0,74.0,8.0,57.0,59.0,36.0,2.0,3.0,38.0,10.0,7.0,8.0,4.0,4.0,2.0,20.0,0.0,8.0,5.0,8.0,9.0,11.0,6.0,16.0,1.0,5.0,5.0,2.0,1.0,4.0,0.0,5.0,1.0,0.0,4.0,8.0,2.0,4.0,0.0,3.0,3.0,4.0,3.0,3821.0
2020-07-31,301.0,570,152.0,64.0,12.0,36.0,68.0,640.0,699.0,109.0,238.0,62.0,672.0,72.0,439.0,101.0,14.0,37.0,28.0,51.0,26.0,123.0,12.0,71.0,72.0,47.0,2.0,5.0,51.0,11.0,9.0,13.0,6.0,6.0,7.0,30.0,3.0,14.0,5.0,8.0,9.0,15.0,9.0,18.0,1.0,5.0,6.0,2.0,1.0,5.0,1.0,7.0,1.0,1.0,4.0,9.0,2.0,4.0,1.0,5.0,4.0,4.0,3.0,5003.0
2020-08-31,387.0,733,199.0,93.0,15.0,48.0,84.0,831.0,782.0,148.0,283.0,83.0,878.0,101.0,497.0,133.0,18.0,45.0,38.0,56.0,32.0,160.0,18.0,91.0,88.0,59.0,2.0,8.0,70.0,20.0,10.0,17.0,6.0,8.0,9.0,39.0,4.0,17.0,5.0,11.0,13.0,18.0,9.0,23.0,1.0,7.0,8.0,2.0,1.0,5.0,1.0,8.0,2.0,1.0,7.0,10.0,4.0,5.0,3.0,7.0,6.0,5.0,5.0,6277.0
2020-09-30,575.0,1134,274.0,146.0,18.0,61.0,107.0,1219.0,1018.0,219.0,395.0,139.0,1315.0,148.0,674.0,181.0,24.0,59.0,51.0,64.0,56.0,202.0,23.0,121.0,127.0,84.0,2.0,13.0,91.0,33.0,12.0,23.0,7.0,10.0,12.0,50.0,6.0,28.0,9.0,14.0,17.0,22.0,11.0,29.0,2.0,11.0,11.0,2.0,2.0,7.0,1.0,12.0,2.0,1.0,11.0,13.0,5.0,7.0,4.0,11.0,7.0,7.0,7.0,8946.0
2020-10-31,663.0,1378,334.0,174.0,22.0,66.0,120.0,1463.0,1127.0,259.0,481.0,167.0,1606.0,170.0,763.0,213.0,27.0,69.0,58.0,71.0,79.0,227.0,31.0,149.0,148.0,98.0,2.0,16.0,104.0,39.0,15.0,28.0,8.0,13.0,15.0,59.0,7.0,33.0,13.0,16.0,22.0,26.0,11.0,34.0,3.0,11.0,12.0,4.0,2.0,7.0,2.0,13.0,3.0,1.0,12.0,19.0,9.0,9.0,7.0,11.0,10.0,10.0,8.0,10577.0
2020-11-30,767.0,1607,383.0,212.0,23.0,80.0,136.0,1704.0,1198.0,295.0,549.0,195.0,1882.0,192.0,843.0,248.0,34.0,81.0,68.0,78.0,89.0,253.0,32.0,172.0,171.0,117.0,2.0,19.0,108.0,44.0,17.0,31.0,9.0,13.0,17.0,66.0,9.0,39.0,18.0,19.0,26.0,29.0,13.0,40.0,5.0,12.0,16.0,5.0,2.0,7.0,3.0,15.0,4.0,2.0,16.0,22.0,11.0,9.0,10.0,11.0,10.0,13.0,13.0,12114.0
2020-12-31,935.0,1992,469.0,266.0,25.0,88.0,183.0,2060.0,1386.0,365.0,637.0,247.0,2314.0,227.0,994.0,298.0,41.0,94.0,77.0,87.0,114.0,297.0,38.0,208.0,206.0,142.0,2.0,22.0,119.0,53.0,19.0,35.0,10.0,14.0,20.0,78.0,10.0,47.0,24.0,23.0,32.0,35.0,13.0,45.0,5.0,18.0,21.0,5.0,3.0,7.0,3.0,17.0,6.0,2.0,19.0,25.0,12.0,10.0,11.0,12.0,12.0,21.0,16.0,14616.0
2021-01-31,1042.0,2175,519.0,303.0,27.0,96.0,207.0,2269.0,1486.0,400.0,693.0,276.0,2547.0,244.0,1085.0,329.0,43.0,101.0,82.0,91.0,124.0,322.0,45.0,235.0,226.0,155.0,3.0,25.0,130.0,60.0,21.0,37.0,10.0,16.0,20.0,84.0,11.0,47.0,26.0,26.0,35.0,35.0,13.0,51.0,6.0,18.0,25.0,5.0,4.0,7.0,4.0,19.0,8.0,2.0,21.0,29.0,12.0,12.0,11.0,15.0,15.0,23.0,17.0,16025.0
2021-02-28,1146.0,2389,570.0,332.0,28.0,103.0,228.0,2480.0,1584.0,445.0,771.0,315.0,2800.0,263.0,1186.0,368.0,53.0,109.0,91.0,95.0,143.0,349.0,52.0,259.0,255.0,166.0,3.0,26.0,152.0,68.0,23.0,40.0,11.0,21.0,20.0,90.0,11.0,52.0,28.0,28.0,40.0,39.0,16.0,52.0,7.0,21.0,29.0,6.0,4.0,8.0,4.0,24.0,9.0,2.0,27.0,31.0,13.0,13.0,12.0,15.0,17.0,25.0,17.0,17584.0
2021-03-31,4906.0,2825,670.0,391.0,34.0,124.0,274.0,2904.0,1800.0,529.0,881.0,376.0,3271.0,310.0,1381.0,430.0,60.0,135.0,112.0,112.0,162.0,400.0,66.0,300.0,303.0,196.0,3.0,34.0,176.0,82.0,25.0,46.0,12.0,28.0,27.0,104.0,12.0,58.0,37.0,30.0,46.0,46.0,17.0,61.0,10.0,24.0,34.0,6.0,6.0,8.0,6.0,33.0,12.0,4.0,29.0,37.0,16.0,16.0,14.0,17.0,20.0,27.0,19.0,24134.0
2021-04-30,5480.0,3063,750.0,432.0,42.0,140.0,303.0,3122.0,1899.0,562.0,990.0,416.0,3519.0,351.0,1498.0,470.0,71.0,152.0,119.0,114.0,170.0,439.0,73.0,336.0,333.0,216.0,3.0,37.0,190.0,97.0,26.0,47.0,12.0,31.0,29.0,118.0,13.0,63.0,39.0,31.0,52.0,49.0,17.0,68.0,11.0,25.0,36.0,8.0,6.0,8.0,7.0,35.0,14.0,4.0,35.0,40.0,20.0,17.0,15.0,20.0,20.0,28.0,23.0,26354.0
2021-05-31,7087.0,3433,871.0,493.0,48.0,156.0,353.0,3486.0,2036.0,628.0,1139.0,477.0,3910.0,404.0,1688.0,530.0,83.0,172.0,136.0,125.0,191.0,490.0,83.0,377.0,369.0,248.0,4.0,43.0,216.0,115.0,30.0,50.0,14.0,33.0,33.0,130.0,17.0,75.0,42.0,33.0,55.0,54.0,17.0,77.0,14.0,27.0,37.0,9.0,7.0,10.0,8.0,45.0,16.0,4.0,42.0,48.0,25.0,22.0,16.0,21.0,24.0,30.0,28.0,30484.0
2021-06-30,8350.0,4012,1028.0,606.0,61.0,173.0,421.0,3994.0,2276.0,745.0,1320.0,559.0,4593.0,475.0,1972.0,621.0,92.0,198.0,152.0,150.0,223.0,547.0,90.0,437.0,431.0,289.0,4.0,47.0,249.0,133.0,35.0,57.0,17.0,42.0,39.0,147.0,21.0,94.0,51.0,36.0,62.0,66.0,19.0,201.0,17.0,34.0,42.0,12.0,11.0,12.0,10.0,53.0,20.0,4.0,50.0,58.0,28.0,22.0,16.0,25.0,27.0,32.0,28.0,35636.0
2021-07-31,8719.0,4402,1133.0,665.0,65.0,183.0,470.0,4310.0,2398.0,802.0,1470.0,616.0,4973.0,523.0,2145.0,678.0,97.0,217.0,170.0,162.0,241.0,596.0,103.0,470.0,469.0,316.0,5.0,52.0,268.0,147.0,38.0,59.0,18.0,42.0,43.0,161.0,28.0,100.0,56.0,38.0,70.0,72.0,20.0,212.0,22.0,40.0,48.0,17.0,12.0,12.0,13.0,62.0,22.0,4.0,60.0,63.0,32.0,23.0,21.0,26.0,28.0,34.0,30.0,38391.0
2021-08-31,8966.0,4870,1247.0,745.0,68.0,206.0,524.0,4760.0,2594.0,890.0,1642.0,673.0,5468.0,581.0,2371.0,754.0,109.0,233.0,180.0,182.0,266.0,655.0,108.0,522.0,514.0,353.0,6.0,56.0,298.0,160.0,46.0,63.0,20.0,46.0,50.0,175.0,32.0,112.0,59.0,41.0,78.0,76.0,24.0,230.0,22.0,43.0,50.0,19.0,13.0,13.0,17.0,70.0,26.0,4.0,63.0,72.0,34.0,25.0,24.0,28.0,33.0,38.0,32.0,41679.0
2021-09-30,9249.0,5402,1382.0,842.0,73.0,229.0,585.0,5328.0,2793.0,958.0,1824.0,736.0,6137.0,659.0,2657.0,822.0,116.0,262.0,199.0,195.0,288.0,725.0,117.0,594.0,568.0,391.0,7.0,59.0,331.0,183.0,54.0,68.0,21.0,49.0,58.0,193.0,37.0,121.0,64.0,42.0,82.0,85.0,29.0,260.0,27.0,47.0,53.0,22.0,13.0,13.0,21.0,74.0,28.0,5.0,70.0,79.0,37.0,26.0,26.0,34.0,36.0,43.0,32.0,45560.0
2021-10-31,9403.0,5664,1463.0,915.0,75.0,248.0,637.0,5626.0,2934.0,1009.0,1913.0,777.0,6523.0,700.0,2885.0,878.0,123.0,277.0,212.0,212.0,308.0,761.0,125.0,626.0,600.0,419.0,7.0,62.0,338.0,196.0,58.0,75.0,22.0,51.0,63.0,206.0,40.0,134.0,69.0,44.0,86.0,93.0,33.0,279.0,36.0,50.0,55.0,23.0,15.0,14.0,24.0,80.0,28.0,5.0,78.0,82.0,38.0,31.0,27.0,37.0,37.0,46.0,32.0,47907.0
2021-11-30,9627.0,6173,1579.0,1019.0,80.0,258.0,695.0,6105.0,3109.0,1114.0,2048.0,848.0,7064.0,755.0,3143.0,955.0,128.0,303.0,228.0,225.0,343.0,820.0,130.0,680.0,655.0,453.0,8.0,68.0,359.0,206.0,65.0,80.0,25.0,55.0,67.0,217.0,44.0,143.0,73.0,48.0,98.0,102.0,33.0,343.0,38.0,51.0,57.0,25.0,19.0,16.0,26.0,83.0,30.0,5.0,81.0,84.0,39.0,32.0,29.0,40.0,39.0,50.0,36.0,51351.0
2021-12-31,9879.0,6665,1692.0,1122.0,87.0,277.0,761.0,6586.0,3365.0,1215.0,2175.0,926.0,7674.0,809.0,3431.0,1029.0,137.0,324.0,243.0,251.0,375.0,893.0,139.0,726.0,698.0,476.0,9.0,78.0,396.0,217.0,70.0,87.0,29.0,60.0,70.0,235.0,47.0,147.0,80.0,51.0,106.0,110.0,34.0,355.0,43.0,53.0,62.0,27.0,21.0,17.0,28.0,87.0,34.0,6.0,84.0,90.0,42.0,33.0,31.0,43.0,40.0,55.0,40.0,54972.0
