,Reg Valid Date,City,State,Zip,County,Model Year,Make,Registration year,latitude,longitude
44457,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44458,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44459,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44460,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44461,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44462,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44463,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44464,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44465,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44466,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44467,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44468,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44469,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44470,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44471,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44472,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44473,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44474,2021-04-08,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44475,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44476,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44477,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44478,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44479,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44480,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44481,2021-05-26,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44482,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44483,2021-04-12,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44484,2021-05-26,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44485,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44486,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44487,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44488,2021-09-22,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44489,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44490,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44491,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44492,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44493,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44494,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44495,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44496,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44497,2021-09-22,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44498,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44499,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44500,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44501,2021-04-12,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44502,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44503,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44504,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44505,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44506,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44507,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44508,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44509,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44510,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44511,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44512,2021-04-12,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44513,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44514,2021-04-12,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44515,2021-04-12,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44516,2021-05-26,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44517,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44518,2021-04-12,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44519,2021-04-12,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44520,2021-04-12,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44521,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44522,2021-04-12,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44523,2021-04-12,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44524,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44525,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44526,2021-04-12,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44527,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44528,2021-04-12,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44529,2021-04-12,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44530,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44531,2021-05-26,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44532,2021-04-12,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44533,2021-05-26,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44534,2021-05-26,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44535,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44536,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44537,2021-05-26,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44538,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44539,2021-09-22,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44540,2021-05-26,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44541,2021-05-26,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44542,2021-04-12,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44543,2021-04-12,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44544,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44545,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44546,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44547,2021-04-12,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44548,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44549,2021-04-12,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44550,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44551,2021-04-12,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44552,2021-04-12,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44553,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44554,2021-04-12,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44555,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44556,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44557,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44558,2021-04-12,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44559,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44560,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44561,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44562,2021-04-12,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44563,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44564,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44565,2021-04-12,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44566,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44567,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44568,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44569,2021-04-08,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44570,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44571,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44572,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44573,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44574,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44575,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44576,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44577,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44578,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44579,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44580,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44581,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44582,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44583,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44584,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44585,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44586,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44587,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44588,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44589,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44590,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44591,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44592,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44593,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44594,2021-07-06,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44595,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44596,2021-04-28,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44597,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44598,2021-03-29,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44599,2021-03-26,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44600,2021-03-26,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44601,2021-03-26,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44602,2021-03-26,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44603,2021-03-26,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44604,2021-06-30,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44605,2021-03-26,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44606,2021-03-26,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44607,2021-03-26,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44608,2021-03-26,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44609,2021-03-26,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44610,2021-03-26,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44611,2021-03-26,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44612,2021-03-26,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44613,2021-03-26,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44614,2021-03-26,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44615,2021-03-26,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44616,2021-03-26,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44617,2021-03-26,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44618,2021-03-26,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44619,2021-03-26,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44620,2021-03-26,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44621,2021-03-26,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44622,2021-03-26,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44623,2021-03-26,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44624,2021-03-26,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44625,2021-03-26,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44626,2021-03-26,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44627,2021-03-26,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44628,2021-03-26,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44629,2021-03-26,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44630,2021-03-26,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44631,2021-03-26,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44632,2021-03-26,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44633,2021-03-26,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44634,2021-03-26,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44635,2021-03-26,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44636,2021-03-26,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44637,2021-03-26,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44638,2021-03-26,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44639,2021-03-26,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44640,2021-03-26,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44641,2021-03-26,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44642,2021-03-26,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44643,2021-03-26,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44644,2021-03-26,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44645,2021-03-26,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44646,2021-03-26,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44647,2021-03-26,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44648,2021-03-26,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44649,2021-03-26,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44650,2021-03-26,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44651,2021-03-26,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44652,2021-03-26,BROOKLYN,NY,11231,KINGS,2020,NIU,2021,40.6794,-74.0014
44653,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44654,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44655,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44656,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44657,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44658,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44659,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44660,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44661,2021-02-17,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44662,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44663,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44664,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44665,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44666,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44667,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44668,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44669,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44670,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44671,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44672,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44673,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44674,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44675,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44676,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44677,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44678,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44679,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44680,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44681,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44682,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44683,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44684,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44685,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44686,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44687,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44688,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44689,2021-06-30,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44690,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44691,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44692,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44693,2021-04-08,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44694,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44695,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44696,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44697,2021-06-30,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44698,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44699,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44700,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44701,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44702,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44703,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44704,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44705,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44706,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44707,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44708,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44709,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44710,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44711,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44712,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44713,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44714,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44715,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44716,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44717,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44718,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44719,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44720,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44721,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44722,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44723,2021-03-26,BROOKLYN,NY,11231,KINGS,2022,NIU,2021,40.6794,-74.0014
44724,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44725,2021-09-22,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44726,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44727,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44728,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44729,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44730,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44731,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44732,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44733,2021-06-30,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44734,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
44735,2021-03-26,BROOKLYN,NY,11231,KINGS,2021,NIU,2021,40.6794,-74.0014
