,Reg Valid Date,City,State,Zip,County,Model Year,Make,Registration year,latitude,longitude
0,2021-12-09,BROOKLYN,NY,11211,KINGS,2014,TOYOTA,2021,40.7095,-73.9563
3,2021-08-11,STATEN ISLAND,NY,10302,RICHMOND,2019,HONDA,2021,40.6306,-74.1379
7,2021-12-15,BRONX,NY,10465,BRONX,2022,TESLA,2021,40.8261,-73.8196
10,2021-12-18,NEW YORK,NY,10025,NEW YORK,2022,TESLA,2021,40.7975,-73.9683
13,2021-12-03,NEW YORK,NY,10128,NEW YORK,2022,TESLA,2021,40.7816,-73.9511
14,2021-11-24,NEW YORK,NY,10024,NEW YORK,2022,TESLA,2021,40.7864,-73.9764
21,2021-11-18,STATEN ISLAND,NY,10309,RICHMOND,2022,TESLA,2021,40.5352,-74.2116
23,2021-11-19,BROOKLYN,NY,11205,KINGS,2022,TESLA,2021,40.6924,-73.9666
27,2021-11-22,BROOKLYN,NY,11226,KINGS,2022,TESLA,2021,40.6467,-73.957
29,2021-11-19,ASTORIA,NY,11105,QUEENS,2022,TESLA,2021,40.7763,-73.911
32,2021-12-23,STATEN ISLAND,NY,10303,RICHMOND,2022,TESLA,2021,40.6301,-74.1607
37,2021-12-04,NEW YORK,NY,10016,NEW YORK,2022,TESLA,2021,40.7443,-73.9781
38,2021-12-08,FRANKLIN SQURE,NY,11010,NEW YORK,2022,TESLA,2021,40.701,-73.6758
42,2021-11-18,ELMHURST,NY,11373,QUEENS,2022,TESLA,2021,40.7351,-73.8776
46,2021-11-19,BROOKLYN,NY,11231,KINGS,2022,TESLA,2021,40.6794,-74.0014
50,2021-11-23,BROOKLYN,NY,11229,KINGS,2022,TESLA,2021,40.6011,-73.9475
52,2021-11-17,EAST ELMHURST,NY,11369,QUEENS,2022,TESLA,2021,40.7613,-73.8739
58,2021-12-27,NEW YORK,NY,10036,NEW YORK,2022,TESLA,2021,40.7597,-73.9918
67,2021-12-02,STATEN ISLAND,NY,10314,RICHMOND,2022,TESLA,2021,40.6039,-74.1472
69,2021-11-24,NEW YORK,NY,10014,NEW YORK,2022,TESLA,2021,40.7339,-74.0054
70,2021-11-22,BROOKLYN,NY,11219,KINGS,2022,TESLA,2021,40.6336,-73.996
72,2021-11-20,REGO PARK,NY,11374,QUEENS,2022,TESLA,2021,40.7278,-73.8602
74,2021-11-20,BROOKLYN,NY,11234,KINGS,2022,TESLA,2021,40.6205,-73.9239
75,2021-11-20,NEW YORK,NY,10013,NEW YORK,2022,TESLA,2021,40.7185,-74.0025
76,2021-11-17,STATEN ISLAND,NY,10304,RICHMOND,2022,TESLA,2021,40.6102,-74.0878
85,2021-11-24,BROOKLYN,NY,11217,KINGS,2022,TESLA,2021,40.6816,-73.9798
88,2021-11-18,STATEN ISLAND,NY,10314,RICHMOND,2022,TESLA,2021,40.6039,-74.1472
93,2021-11-20,COLLEGE POINT,NY,11356,QUEENS,2022,TESLA,2021,40.7855,-73.845
94,2021-12-28,SOUTH RICHMOND,NY,11419,QUEENS,2022,TESLA,2021,40.6868,-73.823
99,2021-11-19,BROOKLYN,NY,11204,KINGS,2022,TESLA,2021,40.6179,-73.9856
101,2021-12-28,NEW YORK,NY,10007,NEW YORK,2022,TESLA,2021,40.7139,-74.007
102,2021-12-30,BROOKLYN,NY,11237,KINGS,2022,TESLA,2021,40.7006,-73.918
110,2021-12-06,GLEN OAKS,NY,11004,QUEENS,2022,TESLA,2021,40.7481,-73.7114
112,2021-12-06,NEW YORK,NY,10007,NEW YORK,2022,TESLA,2021,40.7139,-74.007
113,2021-12-01,BROOKLYN,NY,11231,KINGS,2022,TESLA,2021,40.6794,-74.0014
115,2021-11-23,SUNNYSIDE,NY,11104,QUEENS,2022,TESLA,2021,40.7436,-73.9216
117,2021-11-16,MIDDLE VILLAGE,NY,11379,QUEENS,2022,TESLA,2021,40.7173,-73.8792
122,2021-11-20,KEW GARDENS,NY,11415,QUEENS,2022,TESLA,2021,40.7069,-73.8297
127,2021-11-19,GLENDALE,NY,11385,QUEENS,2022,TESLA,2021,40.7036,-73.8961
129,2021-11-21,WHITESTONE,NY,11357,QUEENS,2022,TESLA,2021,40.7851,-73.8096
130,2021-11-20,HOLLIS,NY,11423,QUEENS,2022,TESLA,2021,40.7142,-73.7677
132,2021-11-19,BROOKLYN,NY,11212,KINGS,2022,TESLA,2021,40.6625,-73.9145
133,2021-12-26,STATEN ISLAND,NY,10312,RICHMOND,2022,TESLA,2021,40.5457,-74.1792
137,2021-12-21,FLUSHING,NY,11367,QUEENS,2022,TESLA,2021,40.728,-73.8195
138,2021-12-27,OZONE PARK,NY,11416,QUEENS,2022,TESLA,2021,40.6838,-73.8514
140,2021-12-15,NEW YORK,NY,10002,NEW YORK,2022,TESLA,2021,40.7152,-73.9877
142,2021-12-13,STATEN ISLAND,NY,10312,RICHMOND,2022,TESLA,2021,40.5457,-74.1792
145,2021-12-04,COLLEGE POINT,NY,11356,QUEENS,2022,TESLA,2021,40.7855,-73.845
146,2021-12-01,BROOKLYN,NY,11234,KINGS,2022,TESLA,2021,40.6205,-73.9239
147,2021-12-03,BROOKLYN,NY,11225,KINGS,2022,TESLA,2021,40.6628,-73.9546
156,2021-11-21,BROOKLYN,NY,11215,KINGS,2022,TESLA,2021,40.6669,-73.9828
157,2021-12-30,STATEN ISLAND,NY,10314,RICHMOND,2022,TESLA,2021,40.6039,-74.1472
158,2021-11-18,BROOKLYN,NY,11228,KINGS,2022,TESLA,2021,40.6174,-74.0121
163,2021-11-22,BROOKLYN,NY,11210,KINGS,2022,TESLA,2021,40.6281,-73.9467
168,2021-12-14,BROOKLYN,NY,11211,KINGS,2022,TESLA,2021,40.7095,-73.9563
173,2021-12-15,GLENDALE,NY,11385,QUEENS,2022,TESLA,2021,40.7036,-73.8961
175,2021-12-06,EAST ELMHURST,NY,11369,QUEENS,2022,TESLA,2021,40.7613,-73.8739
180,2021-11-22,NEW YORK,NY,10065,NEW YORK,2022,TESLA,2021,40.7651,-73.9638
188,2021-11-19,NEW YORK,NY,10069,NEW YORK,2022,TESLA,2021,40.778,-73.9884
196,2021-11-19,NEW YORK,NY,10012,NEW YORK,2022,TESLA,2021,40.7255,-73.9983
203,2021-12-21,BROOKLYN,NY,11235,KINGS,2022,TESLA,2021,40.5839,-73.9536
204,2021-12-22,ELMHURST,NY,11373,QUEENS,2022,TESLA,2021,40.7351,-73.8776
206,2021-12-05,BROOKLYN,NY,11201,KINGS,2022,TESLA,2021,40.694,-73.9903
210,2021-11-24,BROOKLYN,NY,11223,KINGS,2022,TESLA,2021,40.5979,-73.9743
213,2021-11-21,ASTORIA,NY,11102,QUEENS,2022,TESLA,2021,40.7706,-73.9265
215,2021-11-19,NEW YORK,NY,10029,NEW YORK,2022,TESLA,2021,40.7918,-73.9447
218,2021-11-20,NEW YORK,NY,10018,NEW YORK,2022,TESLA,2021,40.7547,-73.9925
221,2021-11-20,BROOKLYN,NY,11211,KINGS,2022,TESLA,2021,40.7095,-73.9563
222,2021-11-21,STATEN ISLAND,NY,10306,RICHMOND,2022,TESLA,2021,40.5682,-74.1184
223,2021-11-18,BROOKLYN,NY,11225,KINGS,2022,TESLA,2021,40.6628,-73.9546
226,2021-12-19,BROOKLYN,NY,11235,KINGS,2022,TESLA,2021,40.5839,-73.9536
233,2021-12-06,BROOKLYN,NY,11218,KINGS,2022,TESLA,2021,40.6424,-73.9758
234,2021-12-05,NEW YORK,NY,10065,NEW YORK,2022,TESLA,2021,40.7651,-73.9638
239,2021-11-20,JAMAICA,NY,11432,QUEENS,2022,TESLA,2021,40.7119,-73.7944
240,2021-11-21,STATEN ISLAND,NY,10304,RICHMOND,2022,TESLA,2021,40.6102,-74.0878
242,2021-11-18,BELLEROSE,NY,11426,QUEENS,2022,TESLA,2021,40.7347,-73.723
243,2021-11-18,GLEN OAKS,NY,11004,QUEENS,2022,TESLA,2021,40.7481,-73.7114
248,2021-11-18,STATEN ISLAND,NY,10305,RICHMOND,2022,TESLA,2021,40.5973,-74.0768
250,2021-12-26,JAMAICA,NY,11432,QUEENS,2022,TESLA,2021,40.7119,-73.7944
252,2021-12-28,BROOKLYN,NY,11249,KINGS,2022,TESLA,2021,40.6451,-73.945
254,2021-12-30,BROOKLYN,NY,11211,KINGS,2022,TESLA,2021,40.7095,-73.9563
261,2021-12-15,FOREST HILL,NY,11375,QUEENS,2022,TESLA,2021,40.7229,-73.8473
262,2021-11-30,NEW YORK,NY,10075,NEW YORK,2022,TESLA,2021,40.7143,-74.006
263,2021-12-01,REGO PARK,NY,11374,QUEENS,2022,TESLA,2021,40.7278,-73.8602
277,2021-11-18,WHITESTONE,NY,11357,QUEENS,2022,TESLA,2021,40.7851,-73.8096
280,2021-12-22,BROOKLYN,NY,11239,KINGS,2022,TESLA,2021,40.6497,-73.8824
281,2021-12-16,BROOKLYN,NY,11216,KINGS,2022,TESLA,2021,40.6794,-73.9496
282,2021-12-30,ASTORIA,NY,11105,QUEENS,2022,TESLA,2021,40.7763,-73.911
283,2021-12-17,BRONX,NY,10465,BRONX,2022,TESLA,2021,40.8261,-73.8196
284,2021-12-02,RIDGEWOOD,NY,11385,QUEENS,2022,TESLA,2021,40.7036,-73.8961
289,2021-11-22,BROOKLYN,NY,11229,KINGS,2022,TESLA,2021,40.6011,-73.9475
297,2021-11-19,BROOKLYN,NY,11229,KINGS,2022,TESLA,2021,40.6011,-73.9475
298,2021-11-18,BAYSIDE,NY,11361,QUEENS,2022,TESLA,2021,40.7627,-73.7745
303,2021-12-22,BROOKLYN,NY,11220,KINGS,2022,TESLA,2021,40.6412,-74.0133
306,2021-12-26,NEW YORK,NY,10013,NEW YORK,2022,TESLA,2021,40.7185,-74.0025
313,2021-12-12,LITTLE NECK,NY,11363,QUEENS,2022,TESLA,2021,40.7722,-73.7454
317,2021-12-15,FRESH MEADOWS,NY,11365,QUEENS,2022,TESLA,2021,40.7374,-73.7951
319,2021-12-15,BROOKLYN,NY,11249,KINGS,2022,TESLA,2021,40.6451,-73.945
321,2021-12-15,NEW YORK,NY,10001,NEW YORK,2022,TESLA,2021,40.7484,-73.9967
322,2021-12-11,CAMBRIA HTS,NY,11411,QUEENS,2022,TESLA,2021,40.6947,-73.7374
327,2021-12-19,BROOKLYN,NY,11225,KINGS,2022,TESLA,2021,40.6628,-73.9546
332,2021-12-07,BROOKLYN,NY,11230,KINGS,2022,TESLA,2021,40.6225,-73.965
333,2021-12-05,NEW YORK,NY,10002,NEW YORK,2022,TESLA,2021,40.7152,-73.9877
335,2021-12-09,WOODSIDE,NY,11377,QUEENS,2022,TESLA,2021,40.745,-73.9069
336,2021-12-05,ARVERNE,NY,11692,QUEENS,2022,TESLA,2021,40.5923,-73.7933
337,2021-12-17,NEW YORK,NY,10016,QUEENS,2022,TESLA,2021,40.7443,-73.9781
341,2021-11-30,FLUSHING,NY,11358,QUEENS,2022,TESLA,2021,40.7606,-73.7968
342,2021-12-17,LITTLE NECK,NY,11363,QUEENS,2022,TESLA,2021,40.7722,-73.7454
346,2021-12-01,BROOKLYN,NY,11222,KINGS,2022,TESLA,2021,40.7272,-73.9498
349,2021-12-17,STATEN ISLAND,NY,10310,RICHMOND,2022,TESLA,2021,40.6324,-74.1171
350,2021-12-02,LITTLE NECK,NY,11362,QUEENS,2022,TESLA,2021,40.7591,-73.7326
355,2021-11-27,WOODSIDE,NY,11377,QUEENS,2022,TESLA,2021,40.745,-73.9069
357,2021-11-27,OZONE PARK,NY,11417,QUEENS,2022,TESLA,2021,40.6769,-73.8448
358,2021-11-19,BROOKLYN,NY,11229,KINGS,2022,TESLA,2021,40.6011,-73.9475
359,2021-11-21,FRESH MEADOWS,NY,11365,QUEENS,2022,TESLA,2021,40.7374,-73.7951
362,2021-11-20,BRONX,NY,10461,BRONX,2022,TESLA,2021,40.8465,-73.841
363,2021-11-20,MIDDLE VILLAGE,NY,11379,QUEENS,2022,TESLA,2021,40.7173,-73.8792
366,2021-11-18,ELMHURST,NY,11373,QUEENS,2022,TESLA,2021,40.7351,-73.8776
376,2021-11-21,BROOKLYN,NY,11211,KINGS,2022,TESLA,2021,40.7095,-73.9563
389,2021-12-19,GLEN OAKS,NY,11004,QUEENS,2022,TESLA,2021,40.7481,-73.7114
393,2021-12-19,BROOKLYN,NY,11223,KINGS,2022,TESLA,2021,40.5979,-73.9743
403,2021-12-07,BRONX,NY,10463,BRONX,2022,TESLA,2021,40.8798,-73.9067
405,2021-12-12,JAMAICA,NY,11434,QUEENS,2022,TESLA,2021,40.6775,-73.7758
406,2021-11-29,FLUSHING,NY,11354,QUEENS,2022,TESLA,2021,40.7667,-73.8241
408,2021-12-06,NEW YORK,NY,10028,NEW YORK,2022,TESLA,2021,40.7763,-73.9529
414,2021-12-04,BAYSIDE,NY,11361,QUEENS,2022,TESLA,2021,40.7627,-73.7745
415,2021-12-01,BRONX,NY,10467,BRONX,2022,TESLA,2021,40.8737,-73.8712
419,2021-12-01,REGO PARK,NY,11374,QUEENS,2022,TESLA,2021,40.7278,-73.8602
423,2021-11-20,NEW YORK,NY,10016,NEW YORK,2022,TESLA,2021,40.7443,-73.9781
425,2021-11-28,BAYSIDE HILLS,NY,11364,QUEENS,2022,TESLA,2021,40.7428,-73.7588
432,2021-11-18,BROOKLYN,NY,11213,KINGS,2022,TESLA,2021,40.67,-73.9367
434,2021-11-21,OAKLAND GDNS,NY,11364,QUEENS,2022,TESLA,2021,40.7428,-73.7588
435,2021-11-22,BRONX,NY,10473,BRONX,2022,TESLA,2021,40.8194,-73.8606
436,2021-11-19,NEW YORK,NY,10021,NEW YORK,2022,TESLA,2021,40.7685,-73.9588
440,2021-11-21,FRESH MEADOWS,NY,11365,QUEENS,2022,TESLA,2021,40.7374,-73.7951
447,2021-12-11,BROOKLYN,NY,11249,KINGS,2022,TESLA,2021,40.6451,-73.945
448,2021-12-12,NEW YORK,NY,10024,NEW YORK,2022,TESLA,2021,40.7864,-73.9764
452,2021-12-29,CORONA,NY,11368,QUEENS,2022,TESLA,2021,40.7453,-73.8611
454,2021-12-09,STATEN ISLAND,NY,10314,RICHMOND,2022,TESLA,2021,40.6039,-74.1472
456,2021-12-05,STATEN ISLAND,NY,10305,RICHMOND,2022,TESLA,2021,40.5973,-74.0768
461,2021-12-02,FLUSHING,NY,11375,QUEENS,2022,TESLA,2021,40.7229,-73.8473
462,2021-12-06,HOWARD BEACH,NY,11414,QUEENS,2022,TESLA,2021,40.6588,-73.8438
466,2021-12-01,BRONX,NY,10463,BRONX,2022,TESLA,2021,40.8798,-73.9067
467,2021-11-27,NEW YORK,NY,10026,NEW YORK,2022,TESLA,2021,40.8019,-73.9531
473,2021-12-05,NEW YORK,NY,10012,NEW YORK,2022,TESLA,2021,40.7255,-73.9983
475,2021-11-29,STATEN ISLAND,NY,10306,RICHMOND,2022,TESLA,2021,40.5682,-74.1184
477,2021-12-01,STATEN ISLAND,NY,10305,RICHMOND,2022,TESLA,2021,40.5973,-74.0768
478,2021-12-05,LITTLE NECK,NY,11362,QUEENS,2022,TESLA,2021,40.7591,-73.7326
480,2021-12-03,NEW YORK,NY,10128,NEW YORK,2022,TESLA,2021,40.7816,-73.9511
481,2021-12-19,LONG IS CITY,NY,11101,QUEENS,2022,TESLA,2021,40.7446,-73.9345
485,2021-12-12,BRONX,NY,10475,BRONX,2022,TESLA,2021,40.8729,-73.8278
495,2021-11-21,NEW YORK,NY,10128,NEW YORK,2022,TESLA,2021,40.7816,-73.9511
499,2021-11-22,CORONA,NY,11368,QUEENS,2022,TESLA,2021,40.7453,-73.8611
515,2021-11-30,BROOKLYN,NY,11230,KINGS,2022,TESLA,2021,40.6225,-73.965
518,2021-12-23,STATEN ISLAND,NY,10312,RICHMOND,2022,TESLA,2021,40.5457,-74.1792
519,2021-12-20,BROOKLYN,NY,11228,KINGS,2022,TESLA,2021,40.6174,-74.0121
521,2021-12-18,WHITESTONE,NY,11357,QUEENS,2022,TESLA,2021,40.7851,-73.8096
526,2021-12-17,S OZONE PARK,NY,11420,QUEENS,2022,TESLA,2021,40.6744,-73.819
531,2021-12-14,FLUSHING,NY,11358,QUEENS,2022,TESLA,2021,40.7606,-73.7968
532,2021-12-15,OAKLAND GDNS,NY,11364,QUEENS,2022,TESLA,2021,40.7428,-73.7588
534,2021-12-05,FLUSHING,NY,11355,QUEENS,2022,TESLA,2021,40.7536,-73.8226
535,2021-12-11,FLUSHING,NY,11354,QUEENS,2022,TESLA,2021,40.7667,-73.8241
536,2021-12-03,LITTLE NECK,NY,11362,QUEENS,2022,TESLA,2021,40.7591,-73.7326
543,2021-11-29,ELMHURST,NY,11373,QUEENS,2022,TESLA,2021,40.7351,-73.8776
545,2021-11-29,NEW YORK,NY,10019,NEW YORK,2022,TESLA,2021,40.7651,-73.9858
547,2021-11-29,FLUSHING,NY,11367,QUEENS,2022,TESLA,2021,40.728,-73.8195
549,2021-11-30,HOLLIS,NY,11423,QUEENS,2022,TESLA,2021,40.7142,-73.7677
550,2021-12-05,BROOKLYN,NY,11209,KINGS,2022,TESLA,2021,40.6251,-74.0303
551,2021-12-03,BRONX,NY,10461,BRONX,2022,TESLA,2021,40.8465,-73.841
552,2021-12-03,LITTLE NECK,NY,11363,QUEENS,2022,TESLA,2021,40.7722,-73.7454
559,2021-12-01,BRONX,NY,10462,BRONX,2022,TESLA,2021,40.8434,-73.8602
566,2021-12-01,FLORAL PARK,NY,11004,QUEENS,2022,TESLA,2021,40.7481,-73.7114
575,2021-11-30,NEW YORK,NY,10012,NEW YORK,2022,TESLA,2021,40.7255,-73.9983
583,2021-11-17,BROOKLYN,NY,11214,KINGS,2022,TESLA,2021,40.6016,-73.9968
584,2021-11-21,BROOKLYN,NY,11218,KINGS,2022,TESLA,2021,40.6424,-73.9758
586,2021-11-20,FOREST HILLS,NY,11375,QUEENS,2022,TESLA,2021,40.7229,-73.8473
587,2021-11-23,STATEN ISLAND,NY,10302,RICHMOND,2022,TESLA,2021,40.6306,-74.1379
588,2021-12-28,BROOKLYN,NY,11214,KINGS,2022,TESLA,2021,40.6016,-73.9968
589,2021-12-26,FRESH MEADOWS,NY,11365,QUEENS,2022,TESLA,2021,40.7374,-73.7951
590,2021-12-16,LONG IS CITY,NY,11101,QUEENS,2022,TESLA,2021,40.7446,-73.9345
591,2021-12-24,BELLEROSE,NY,11426,QUEENS,2022,TESLA,2021,40.7347,-73.723
593,2021-12-26,STATEN ISLAND,NY,10309,RICHMOND,2022,TESLA,2021,40.5352,-74.2116
594,2021-12-29,BROOKLYN,NY,11204,KINGS,2022,TESLA,2021,40.6179,-73.9856
602,2021-12-12,BELLEROSE,NY,11426,QUEENS,2022,TESLA,2021,40.7347,-73.723
607,2021-12-11,BAYSIDE,NY,11360,QUEENS,2022,TESLA,2021,40.7807,-73.7812
609,2021-12-12,JAMAICA,NY,11432,QUEENS,2022,TESLA,2021,40.7119,-73.7944
613,2021-12-11,OAKLAND GDNS,NY,11364,QUEENS,2022,TESLA,2021,40.7428,-73.7588
616,2021-12-12,EAST ELMHURST,NY,11369,QUEENS,2022,TESLA,2021,40.7613,-73.8739
617,2021-12-10,BROOKLYN,NY,11234,KINGS,2022,TESLA,2021,40.6205,-73.9239
627,2021-12-02,NEW YORK,NY,10001,NEW YORK,2022,TESLA,2021,40.7484,-73.9967
629,2021-11-29,OZONE PARK,NY,11417,QUEENS,2022,TESLA,2021,40.6769,-73.8448
635,2021-11-24,ELMHURST,NY,11373,QUEENS,2022,TESLA,2021,40.7351,-73.8776
638,2021-11-26,BRONX,NY,10466,BRONX,2022,TESLA,2021,40.8904,-73.8503
640,2021-11-21,LONG IS CITY,NY,11101,QUEENS,2022,TESLA,2021,40.7446,-73.9345
641,2021-11-28,STATEN ISLAND,NY,10308,RICHMOND,2022,TESLA,2021,40.5518,-74.1526
642,2021-12-01,BRONX,NY,10465,BRONX,2022,TESLA,2021,40.8261,-73.8196
648,2021-11-19,BROOKLYN,NY,11229,KINGS,2022,TESLA,2021,40.6011,-73.9475
649,2021-11-20,REGO PARK,NY,11374,QUEENS,2022,TESLA,2021,40.7278,-73.8602
650,2021-11-21,NEW YORK,NY,10031,NEW YORK,2022,TESLA,2021,40.8246,-73.9507
656,2021-11-22,JAMAICA,NY,11434,QUEENS,2022,TESLA,2021,40.6775,-73.7758
659,2021-12-03,NEW YORK,NY,10128,NEW YORK,2022,TESLA,2021,40.7816,-73.9511
663,2021-11-21,BROOKLYN,NY,11201,KINGS,2022,TESLA,2021,40.694,-73.9903
666,2021-11-26,NEW YORK,NY,10026,NEW YORK,2022,TESLA,2021,40.8019,-73.9531
668,2021-12-30,FLORAL PARK,NY,11004,QUEENS,2022,TESLA,2021,40.7481,-73.7114
670,2021-12-21,ELMHURST,NY,11373,QUEENS,2022,TESLA,2021,40.7351,-73.8776
673,2021-12-15,STATEN ISLAND,NY,10312,RICHMOND,2022,TESLA,2021,40.5457,-74.1792
675,2021-12-15,NEW YORK,NY,10075,NEW YORK,2022,TESLA,2021,40.7143,-74.006
676,2021-12-12,NEW YORK,NY,10023,NEW YORK,2022,TESLA,2021,40.7764,-73.9827
677,2021-12-18,BROOKLYN,NY,11201,KINGS,2022,TESLA,2021,40.694,-73.9903
678,2021-12-12,STATEN ISLAND,NY,10304,RICHMOND,2022,TESLA,2021,40.6102,-74.0878
681,2021-12-18,STATEN ISLAND,NY,10306,RICHMOND,2022,TESLA,2021,40.5682,-74.1184
683,2021-12-22,FLUSHING,NY,11367,QUEENS,2022,TESLA,2021,40.728,-73.8195
684,2021-12-18,BRONX,NY,10461,BRONX,2022,TESLA,2021,40.8465,-73.841
686,2021-12-13,BROOKLYN,NY,11225,KINGS,2022,TESLA,2021,40.6628,-73.9546
687,2021-12-10,FOREST HILLS,NY,11375,QUEENS,2022,TESLA,2021,40.7229,-73.8473
688,2021-12-11,STATEN ISLAND,NY,10307,RICHMOND,2022,TESLA,2021,40.5085,-74.2445
691,2021-12-05,BROOKLYN,NY,11203,KINGS,2022,TESLA,2021,40.6505,-73.9349
692,2021-12-03,BROOKLYN,NY,11216,KINGS,2022,TESLA,2021,40.6794,-73.9496
693,2021-12-04,STATEN ISLAND,NY,10305,RICHMOND,2022,TESLA,2021,40.5973,-74.0768
695,2021-12-03,STATEN ISLAND,NY,10306,RICHMOND,2022,TESLA,2021,40.5682,-74.1184
697,2021-12-01,BROOKLYN,NY,11228,KINGS,2022,TESLA,2021,40.6174,-74.0121
698,2021-11-29,WHITESTONE,NY,11357,QUEENS,2022,TESLA,2021,40.7851,-73.8096
700,2021-12-07,FLUSHING,NY,11367,QUEENS,2022,TESLA,2021,40.728,-73.8195
710,2021-11-24,BROOKLYN,NY,11201,KINGS,2022,TESLA,2021,40.694,-73.9903
712,2021-11-23,NEW YORK,NY,10002,NEW YORK,2022,TESLA,2021,40.7152,-73.9877
715,2021-11-28,NEW YORK,NY,10279,NEW YORK,2022,TESLA,2021,40.7127,-74.0078
718,2021-12-30,BRONX,NY,10469,BRONX,2022,TESLA,2021,40.8702,-73.8495
727,2021-11-21,MASPETH,NY,11378,QUEENS,2022,TESLA,2021,40.7239,-73.8997
729,2021-12-27,STATEN ISLAND,NY,10312,RICHMOND,2022,TESLA,2021,40.5457,-74.1792
732,2021-11-23,NEW YORK,NY,10025,NEW YORK,2022,TESLA,2021,40.7975,-73.9683
736,2021-12-24,NEW YORK,NY,10021,NEW YORK,2022,TESLA,2021,40.7685,-73.9588
737,2021-12-22,BROOKLYN,NY,11213,KINGS,2022,TESLA,2021,40.67,-73.9367
744,2021-12-22,BROOKLYN,NY,11206,KINGS,2022,TESLA,2021,40.7012,-73.9436
749,2021-12-11,BRONX,NY,10461,BRONX,2022,TESLA,2021,40.8465,-73.841
761,2021-12-17,BROOKLYN,NY,11215,KINGS,2022,TESLA,2021,40.6669,-73.9828
762,2021-12-16,BROOKLYN,NY,11230,KINGS,2022,TESLA,2021,40.6225,-73.965
763,2021-12-12,BROOKLYN,NY,11249,KINGS,2022,TESLA,2021,40.6451,-73.945
764,2021-12-05,BROOKLYN,NY,11230,KINGS,2022,TESLA,2021,40.6225,-73.965
765,2021-12-19,BROOKLYN,NY,11229,KINGS,2022,TESLA,2021,40.6011,-73.9475
766,2021-12-06,BROOKLYN,NY,11212,KINGS,2022,TESLA,2021,40.6625,-73.9145
769,2021-12-12,SPRNGFLD GDNS,NY,11413,QUEENS,2022,TESLA,2021,40.6645,-73.7559
773,2021-12-16,OAKLAND GDNS,NY,11364,QUEENS,2022,TESLA,2021,40.7428,-73.7588
778,2021-11-30,LITTLE NECK,NY,11362,QUEENS,2022,TESLA,2021,40.7591,-73.7326
790,2021-11-26,EAST ELMHURST,NY,11370,QUEENS,2022,TESLA,2021,40.7611,-73.8916
794,2021-11-26,STATEN ISLAND,NY,10304,RICHMOND,2022,TESLA,2021,40.6102,-74.0878
795,2021-11-28,BROOKLYN,NY,11216,KINGS,2022,TESLA,2021,40.6794,-73.9496
797,2021-11-23,STATEN ISLAND,NY,10306,RICHMOND,2022,TESLA,2021,40.5682,-74.1184
805,2021-11-20,NEW YORK,NY,10016,NEW YORK,2022,TESLA,2021,40.7443,-73.9781
815,2021-11-24,NEW YORK,NY,10023,NEW YORK,2022,TESLA,2021,40.7764,-73.9827
819,2021-11-23,NEW YORK,NY,10128,NEW YORK,2022,TESLA,2021,40.7816,-73.9511
826,2021-12-31,WHITESTONE,NY,11357,QUEENS,2022,TESLA,2021,40.7851,-73.8096
830,2021-12-14,BROOKLYN,NY,11214,KINGS,2022,TESLA,2021,40.6016,-73.9968
836,2021-12-24,JAMAICA,NY,11434,QUEENS,2022,TESLA,2021,40.6775,-73.7758
841,2021-12-10,NEW YORK,NY,10024,NEW YORK,2022,TESLA,2021,40.7864,-73.9764
842,2021-12-03,NEW YORK,NY,10028,NEW YORK,2022,TESLA,2021,40.7763,-73.9529
846,2021-11-29,MIDDLE VILLAGE,NY,11379,QUEENS,2022,TESLA,2021,40.7173,-73.8792
847,2021-11-29,STATEN ISLAND,NY,10306,RICHMOND,2022,TESLA,2021,40.5682,-74.1184
858,2021-12-03,OZONE PARK,NY,11417,QUEENS,2022,TESLA,2021,40.6769,-73.8448
861,2021-12-01,DOUGLASTON,NY,11362,QUEENS,2022,TESLA,2021,40.7591,-73.7326
865,2021-11-26,NEW YORK,NY,11357,QUEENS,2022,TESLA,2021,40.7851,-73.8096
869,2021-12-21,NEW YORK,NY,10026,NEW YORK,2022,TESLA,2021,40.8019,-73.9531
870,2021-11-28,GLEN OAKS,NY,11004,QUEENS,2022,TESLA,2021,40.7481,-73.7114
871,2021-11-23,NEW YORK,NY,10022,NEW YORK,2022,TESLA,2021,40.7571,-73.9657
872,2021-11-30,BROOKLYN,NY,11234,KINGS,2022,TESLA,2021,40.6205,-73.9239
876,2021-12-03,BROOKLYN,NY,11226,KINGS,2022,TESLA,2021,40.6467,-73.957
881,2021-11-22,NEW YORK,NY,10038,NEW YORK,2022,TESLA,2021,40.7101,-74.0013
882,2021-11-22,FOREST HILLS,NY,11375,QUEENS,2022,TESLA,2021,40.7229,-73.8473
889,2021-11-20,BROOKLYN,NY,11238,KINGS,2022,TESLA,2021,40.679,-73.9644
890,2021-12-27,BROOKLYN,NY,11226,KINGS,2022,TESLA,2021,40.6467,-73.957
891,2021-11-20,BROOKLYN,NY,11222,KINGS,2022,TESLA,2021,40.7272,-73.9498
892,2021-11-22,FOREST HILLS,NY,11375,QUEENS,2022,TESLA,2021,40.7229,-73.8473
896,2021-11-21,JAMAICA,NY,11433,QUEENS,2022,TESLA,2021,40.6969,-73.7877
897,2021-11-21,BROOKLYN,NY,11238,KINGS,2022,TESLA,2021,40.679,-73.9644
899,2021-12-19,WHITESTONE,NY,11357,QUEENS,2022,TESLA,2021,40.7851,-73.8096
