,ID,Station Name,City,State,ZIP,County,latitude_station,longitude_station
2959,104341,WCS NS1 BOSTON RD,Bronx,NY,10460,Bronx,40.8409,-73.8794
2960,185142,NYC FLEET DPROCBRZAC_2_L3,South Beach,NY,10305,Richmond,40.5973,-74.0768
2961,122261,Cosimo's on Union - Tesla Supercharger,Newburgh,NY,12550,Orange,41.5372,-74.0526
2962,215087,RIVERHEADMOTORS STATION 1,Riverhead,NY,11901,Suffolk,40.9262,-72.652
2963,183811,STOHL STOHL2,Orchard Park,NY,14127,Erie,42.7639,-78.7518
2964,223264,337 E 64th St.,New York,NY,10065,New York,40.7651,-73.9638
2965,115035,Icon Parking 240 East Broadway - Tesla Destination,New York,NY,10002,New York,40.7152,-73.9877
2966,149107,Brighton Memorial Library,Rochester,NY,14618,Monroe,43.1122,-77.5618
2967,170565,EVolve NY - Schroon Lake - Sunoco,Schroon Lake,NY,12870,Essex,43.8412,-73.7674
2968,166799,VERONA LA QUINTA 3,Verona,NY,13478,Oneida,43.1473,-75.5724
2969,200496,SAG HARBOR LONG WHARF,Sag Harbor,NY,11963,Suffolk,40.982,-72.3067
2970,174811,RRH UNITY POB 1,Rochester,NY,14626,Monroe,43.2126,-77.704
2971,162150,IBEW139 EDUCATI STATION 1,Elmira,NY,14901,Chemung,42.1008,-76.812
2972,115096,GGMC Parking 8 E 33rd St Garage - Tesla Destination,New York,NY,10016,New York,40.7443,-73.9781
2973,205257,MONTY'S EVSE EVSE4,West Chazy,NY,12992,Clinton,44.797,-73.5112
2974,114961,Hampton Inn by Hilton Kingston - Tesla Destination,Kingston,NY,12401,Ulster,41.9697,-74.0668
2975,115205,Hampton Inn Oneonta - Tesla Destination,Oneonta,NY,13820,Otsego,42.4625,-75.0491
2976,193395,BURNS MGT BROOM SHOP 6,Latham,NY,12110,Albany,42.7462,-73.763
2977,44352,Kingston Nissan,Kingston,NY,12401,Ulster,41.9697,-74.0668
2978,229068,Timeless Tavern,Northville,NY,12134,Fulton,43.2662,-74.2288
2979,164403,Burger King Farmington NY,Farmington,NY,14425,Ontario,42.958,-77.3083
2980,102330,Crossgates Mall - Tesla Supercharger,Guilderland,NY,12203,Albany,42.7003,-73.8575
2981,174727,HARMONY MILLS 1 WEST 1 1.5,Cohoes,NY,12047,Albany,42.7754,-73.7124
2982,223486,Kissena Garage,Flushing,NY,11355,Queens,40.7536,-73.8226
2983,114912,Standard Parking 200 Cadman Plaza West - Tesla Destination,Brooklyn,NY,11221,Kings,40.6907,-73.9274
2984,115081,Icon Parking 30 W 63rd St - Tesla Destination,New York,NY,10023,New York,40.7764,-73.9827
2985,223237,32 Burling Lane,New Rochelle,NY,10801,Westchester,40.9166,-73.7877
2986,226524,Bokman Chevrolet,Wellsville,NY,14895,Allegany,42.1108,-77.9419
2987,223130,Ravenswood Pub,Clifton Park,NY,12065,Saratoga,42.8499,-73.7851
2988,143229,HUDSON PRESERVE BLDG 11 #9,Watervliet,NY,12189,Albany,42.7298,-73.7123
2989,164152,SAVARINO COMPAN 500 SENECA 4,Buffalo,NY,14204,Erie,42.884,-78.8597
2990,114927,Comfort Inn - Tesla Destination,Corning,NY,14830,Steuben,42.1383,-77.0475
2991,202629,Courier's Lot,Buffalo,NY,14214,Erie,42.9414,-78.8374
2992,175507,MARKET 32 EV PEDIATRICEV2,Albany,NY,12203,Albany,42.7003,-73.8575
2993,115063,Icon 299 Peal Street Seaport Parking - Tesla Destination,New York,NY,10069,New York,40.778,-73.9884
