"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"LOCCBUS","197706","372.634","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","197707","418.205","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","197708","400.378","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","197709","350.793","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","197710","324.99","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","197711","331.164","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","197712","364.369","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","197713","4195.58","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","197801","385.78","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","197802","333.727","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","197803","340.507","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","197804","306.915","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","197805","349.236","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","197806","389.011","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","197807","427.127","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","197808","425.115","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","197809","365.091","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","197810","341.234","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","197811","347.826","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","197812","378.487","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","197813","4389.669","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","197901","405.631","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","197902","346.979","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","197903","343.169","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","197904","318.787","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","197905","350.226","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","197906","380.465","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","197907","422.616","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","197908","419.325","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","197909","358.368","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","197910","363.801","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","197911","350.697","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","197912","369.266","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","197913","4428.059","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198001","384.02","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198002","350.517","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198003","354.983","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198004","318.83","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198005","357.729","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198006","400.83","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198007","466.461","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198008","447.566","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198009","382.473","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198010","360.683","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198011","360.26","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198012","385.7","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198013","4567.185","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198101","400.377","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198102","337.99","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198103","366.499","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198104","345.75","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198105","381.187","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198106","443.463","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198107","473.263","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198108","444.788","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198109","391.9","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198110","381.105","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198111","368.045","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198112","413.546","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198113","4745.627","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198201","436.046","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198202","363.811","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198203","389.767","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198204","361.491","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198205","395.007","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198206","423.822","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198207","487.991","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198208","460.715","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198209","411.242","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198210","392.572","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198211","388.636","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198212","410.118","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198213","4919.275","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198301","415.605","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198302","350.818","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198303","391.037","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198304","356.872","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198305","384.87","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198306","431.307","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198307","497.733","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198308","497.519","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198309","408.812","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198310","396.267","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198311","392.291","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198312","458.229","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198313","4981.646","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198401","438.326","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198402","381.641","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198403","415.267","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198404","369.656","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198405","417.764","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198406","468.281","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198407","497.017","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198408","504.057","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198409","420.987","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198410","424.15","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198411","417.099","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198412","425.537","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198413","5178.637","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198501","473.817","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198502","387.247","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198503","403.569","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198504","387.582","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198505","440.647","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198506","465.345","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198507","521.075","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198508","508.785","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198509","436.845","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198510","434.579","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198511","430.306","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198512","479.247","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198513","5367.794","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198601","446.684","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198602","395.577","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198603","406.648","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198604","394.365","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198605","446.489","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198606","505.861","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198607","561.607","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198608","502.774","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198609","466.737","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198610","437.796","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198611","445.863","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198612","468.391","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198613","5474.741","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198701","470.242","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198702","398.721","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198703","428.18","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198704","406.509","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198705","474.76","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198706","519.896","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198707","562.085","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198708","542.804","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198709","463.263","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198710","450.586","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198711","439.848","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198712","477.126","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198713","5633.14","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198801","490.854","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198802","439.801","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198803","452.234","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198804","427.73","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198805","472.483","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198806","541.975","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198807","588.83","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198808","593.825","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198809","478.923","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198810","469.722","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198811","456.511","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198812","497.496","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198813","5909.085","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198901","497.043","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198902","474.543","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198903","498.783","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198904","467.357","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198905","524.887","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198906","564.332","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198907","619.8","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198908","609.633","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198909","522.416","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198910","516.514","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198911","506.747","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198912","582.533","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","198913","6383.821","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199001","507.835","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199002","472.734","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199003","517.662","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199004","489.644","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199005","543.926","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199006","610.315","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199007","641.921","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199008","648.895","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199009","552.501","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199010","534.501","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199011","496.484","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199012","551.236","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199013","6563.759","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199101","553.607","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199102","460.121","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199103","512.571","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199104","488.721","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199105","577.918","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199106","606.335","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199107","656.197","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199108","643.633","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199109","548.496","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199110","535.537","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199111","516.953","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199112","537.709","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199113","6636.359","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199201","539.767","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199202","475.28","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199203","514.114","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199204","485.085","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199205","531.209","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199206","583.653","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199207","648.211","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199208","609.109","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199209","562.727","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199210","523.796","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199211","518.288","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199212","559.844","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199213","6550.049","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199301","557.612","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199302","499.327","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199303","534.979","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199304","493.418","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199305","548.449","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199306","621.8","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199307","687.533","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199308","677.305","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199309","560.251","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199310","547.457","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199311","535.369","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199312","565.071","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199313","6828.16","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199401","577.39","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199402","493.852","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199403","539.025","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199404","516.714","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199405","565.421","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199406","668.138","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199407","682.569","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199408","675.57","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199409","574.373","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199410","562.158","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199411","545.173","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199412","567.564","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199413","6965.525","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199501","577.79","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199502","512.408","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199503","557.025","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199504","532.72","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199505","593.509","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199506","650.875","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199507","754.753","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199508","764.314","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199509","603.587","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199510","603.982","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199511","577.876","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199512","610.166","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199513","7337.477","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199601","603.73","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199602","552.854","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199603","580.277","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199604","543.927","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199605","651.918","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199606","687.847","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199607","738.885","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199608","741.099","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199609","630.626","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199610","615.871","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199611","599.929","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199612","611.765","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199613","7554.585","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199701","634.549","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199702","538.473","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199703","604.484","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199704","575.16","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199705","637.371","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199706","712.566","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199707","814.685","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199708","762.195","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199709","687.006","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199710","657.041","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199711","611.381","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199712","651.791","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199713","7882.915","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199801","637.843","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199802","557.775","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199803","639.732","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199804","596.755","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199805","722.963","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199806","784.32","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199807","842.633","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199808","824.827","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199809","734.855","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199810","659.888","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199811","615.073","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199812","668.893","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199813","8284.742","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199901","682.094","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199902","617.141","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199903","672.786","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199904","656.431","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199905","730.447","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199906","793.242","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199907","894.123","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199908","842.371","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199909","695.7","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199910","673.73","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199911","629.028","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199912","668.706","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","199913","8556.631","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","200001","734.995","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","200002","656.673","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","200003","713.76","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","200004","682.82","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","200005","813.931","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","200006","820.299","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","200007","854.295","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","200008","880.06","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
"LOCCBUS","200009","714.278","9","Commercial Sector Electrical System Energy Losses","Trillion Btu"
