city_id,ID,Station Name,City,ZIP,County,latitude,longitude,population_density,median_home_value,occupied_housing_units,median_household_income
600,115246,Hilton Garden Inn Watertown - Tesla Destination,Watertown,13601,Jefferson County,43.9743,-75.9122,271.0,130200.0,15470.0,42296.0
601,102329,Stewart’s Shop - Tesla Supercharger,Clinton Corners,12514,Dutchess County,41.8693,-73.7659,110.0,311400.0,1122.0,91193.0
602,226525,Ferrario Ford Lincoln,Elmira,14903,Chemung County,42.1198,-76.8877,363.0,91500.0,3231.0,45000.0
603,180112,854ELLICOTT 854 ELLICOTT 5,Buffalo,14203,Erie County,42.8939,-78.8681,,,,
604,115080,iPark 3 E 67th Street - Tesla Destination,New York,10065,New York County,40.7651,-73.9638,83533.0,1000001.0,18544.0,115519.0
605,162175,JATC LU840 JATC LU840,Geneva,14456,Ontario County,42.8637,-76.9913,257.0,109200.0,7816.0,48158.0
606,145333,TOM MEMORIAL PARK,Larchmont,10538,Westchester County,40.9351,-73.7571,4617.0,928000.0,6162.0,160964.0
607,183178,COLL BROCKPORT FINEARTS LOT G1,Brockport,14420,Monroe County,43.2128,-77.9368,338.0,129100.0,7215.0,54643.0
608,183227,TSS ALBANY STATION 9 & 10,Schenectady,12309,Schenectady County,42.8091,-73.8693,1771.0,230100.0,11926.0,87374.0
609,192998,MB OF WF FRONT PARKING,Wappingers Falls,12590,Dutchess County,41.595,-73.8876,1019.0,300400.0,13176.0,78573.0
610,94856,Taste NY Market at Todd Hill,Poughkeepsie,12540,Dutchess County,41.6615,-73.745,229.0,351100.0,2622.0,99697.0
611,182226,SUNY BUFFALO PARKER 3,Buffalo,14214,Erie County,42.9414,-78.8374,6922.0,117900.0,8013.0,38698.0
612,227088,Home2 Suites by Hilton Utica,Utica,13502,Oneida County,43.1067,-75.2314,619.0,92600.0,13811.0,38290.0
613,188106,OSSINING OPS CENTER,Ossining,10562,Westchester County,41.1673,-73.8538,2307.0,442100.0,10746.0,74896.0
614,115109,GGMC Parking 350 W 43rd Street Garage - Tesla Destination,New York,10036,New York County,40.7597,-73.9918,55745.0,810300.0,15183.0,66599.0
615,162196,NATIONAL GRID KOHLS SARATOGA,Saratoga Springs,12866,Saratoga County,43.0708,-73.7408,551.0,274400.0,15618.0,67979.0
616,150611,The Kartrite Resort & Indoor Waterpark - Tesla Destination,Monticello,12701,Sullivan County,41.6516,-74.7007,197.0,138900.0,4474.0,27702.0
617,201775,CHRISTCHURCH STATION 1,Red Hook,12571,Dutchess County,42.0064,-73.8546,171.0,297500.0,3908.0,69091.0
618,166207,Walmart 2586 Cheektowaga,Cheektowaga,14225,Erie County,42.9255,-78.7481,2823.0,91200.0,15115.0,45279.0
619,154441,SPOT cowork Rochester - Tesla Destination,Rochester,14623,Monroe County,43.0834,-77.6344,1424.0,115600.0,9544.0,46149.0
620,114939,MPG The Shops at Skyview - Tesla Destination,Flushing,11354,Queens County,40.7667,-73.8241,25324.0,380600.0,20120.0,46566.0
621,115170,Quik Park 600 West 42nd Street (Silver Towers) LLC - Tesla Destination,New York,10036,New York County,40.7597,-73.9918,55745.0,810300.0,15183.0,66599.0
622,198012,Village of Hamilton,Hamilton,13346,Madison County,42.8231,-75.5434,178.0,166600.0,2007.0,63469.0
623,180105,VILLAGEHALL VILLAGE CENTER,Rhinebeck,12572,Dutchess County,41.9272,-73.8888,180.0,354400.0,3758.0,72551.0
624,220319,BORO PARK BORO CHARGE 7,Borough Park,11219,Kings County,40.6336,-73.996,62225.0,726700.0,26177.0,34316.0
625,189899,South Wedge Park LLC,Rochester,14620,Monroe County,43.1317,-77.6062,5607.0,131400.0,11439.0,38554.0
626,187558,CENTROTHERM CENTRO F3,Albany,12202,Albany County,42.6413,-73.7641,4700.0,115300.0,4322.0,29214.0
627,221196,THE HYDE STATION 2,Glens Falls,12801,Warren County,43.3115,-73.6448,3725.0,151400.0,6548.0,45538.0
628,143244,HUDSON PRESERVE BLDG 19 #12,Watervliet,12189,Albany County,42.7298,-73.7123,2758.0,154600.0,8303.0,47263.0
629,44338,Maguire Nissan,Ithaca,14850,Tompkins County,42.4406,-76.4966,507.0,209800.0,24786.0,46331.0
630,230818,Town of Andes,Andes,13731,Delaware County,42.1569,-74.7887,13.0,178600.0,562.0,46000.0
631,174451,RRH ST MARYS 3,Rochester,14611,Monroe County,43.1484,-77.6394,6010.0,60200.0,6711.0,24664.0
632,114945,The Garrison and Highlands Country Club - Tesla Destination,Garrison,10524,Putnam County,41.3621,-73.92,213.0,550400.0,1536.0,114760.0
633,202931,134 N 4th St,Brooklyn,11249,Kings County,40.6451,-73.945,,,,
634,152276,MARKET 32 EV MARKET GLENMONT,Glenmont,12077,Albany County,42.5971,-73.7959,619.0,292900.0,2340.0,82966.0
635,224508,QT STATION 3,Woodside,11377,Queens County,40.745,-73.9069,35274.0,395800.0,31412.0,49886.0
636,233085,Oswego Swimming Pool,Oswego,13126,Oswego County,43.4394,-76.4613,369.0,96000.0,13642.0,48062.0
637,162241,NATIONAL GRID SUNY NANOTECH,Albany,12203,Albany County,42.7003,-73.8575,2626.0,194800.0,12840.0,54059.0
638,162393,CT ROCHESTER CTR GARAGE,Rochester,14620,Monroe County,43.1317,-77.6062,5607.0,131400.0,11439.0,38554.0
639,191246,799 SENECA STATION 8,Buffalo,14210,Erie County,42.8614,-78.8205,4584.0,59200.0,6257.0,32197.0
640,155079,2835 Monroe Holdings LLC,Rochester,14618,Monroe County,43.1122,-77.5618,2373.0,192500.0,8416.0,81902.0
641,143566,SUNFLOWER MARKET,Woodstock,12498,Ulster County,42.0348,-74.112,223.0,301900.0,2408.0,65676.0
642,189524,Main Square,Delmar,12054,Albany County,42.6158,-73.8373,1095.0,274600.0,6866.0,94874.0
643,150520,Icon Parking 245 E 19th St. - Tesla Destination,New York,10010,New York County,40.7375,-73.9813,81487.0,746200.0,16556.0,97955.0
644,115075,iPark 455 Central Park West - Tesla Destination,New York,10025,New York County,40.7975,-73.9683,125860.0,934600.0,44432.0,68516.0
645,115200,The Alpine Lodge - Tesla Destination,North Creek,12853,Warren County,43.6978,-73.986,20.0,170200.0,739.0,41563.0
646,217327,ALBANY COUNTY STATION 1,Loudonville,12211,Albany County,42.713,-73.7739,1425.0,275600.0,4379.0,95554.0
647,153091,BA #1 19 BA 2,Latham,12110,Albany County,42.7462,-73.763,1492.0,231300.0,7672.0,76408.0
648,123135,Allan H. Treman State Park,Ithaca,14850,Tompkins County,42.4406,-76.4966,507.0,209800.0,24786.0,46331.0
649,227761,TPWC  TPWC 1,Altamont,12009,Albany County,42.7063,-74.0193,137.0,253900.0,2854.0,80750.0
650,64141,Ramp Ford,Port Jefferson Station,11776,Suffolk County,40.9136,-73.0464,3513.0,349900.0,8252.0,84733.0
651,182817,MIDDLE COUNTRY PATRON PARKING,Centereach,11720,Suffolk County,40.8705,-73.0822,3581.0,345300.0,9246.0,94658.0
652,190893,TAYLOR HOUSE LOT,Aurora,13026,Cayuga County,42.7472,-76.6775,68.0,145400.0,618.0,71359.0
653,162224,NATIONAL GRID KOHLS AMSTERDAM,Amsterdam,12010,Montgomery County,42.9387,-74.1882,221.0,110500.0,12069.0,44256.0
654,114990,Rapidpark 600 Columbus Ave - Tesla Destination,New York,10024,New York County,40.7864,-73.9764,69106.0,1000001.0,30836.0,109956.0
655,121487,BURNS MGT CARRIAGE 1,Saratoga Springs,12866,Saratoga County,43.0708,-73.7408,551.0,274400.0,15618.0,67979.0
656,205066,RIVERWATCH EV1 STATION1,Yonkers,10701,Westchester County,40.9461,-73.8669,15007.0,370900.0,23124.0,43767.0
657,186044,159 WOLF OFFBLD 159 WOLF MIDDLE,Albany,12205,Albany County,42.7198,-73.8207,1708.0,193800.0,11663.0,65090.0
658,230456,TUV Rheinland,Webster,14580,Monroe County,43.2196,-77.4616,1188.0,179100.0,20116.0,69189.0
659,165558,CCE TOMPKINS STATION ONE,Ithaca,14850,Tompkins County,42.4406,-76.4966,507.0,209800.0,24786.0,46331.0
660,104727,Main Place Parking Garage,Buffalo,14202,Erie County,42.887,-78.8779,4710.0,322200.0,1892.0,40525.0
661,223108,SUNY Schenectady - School of Music,Schenectady,12305,Schenectady County,42.8161,-73.9398,3836.0,137500.0,2661.0,28156.0
662,225988,47 South Ferry Road (US-YXS-75A-2),Shelter Island,11964,Suffolk County,41.064,-72.3366,199.0,695300.0,857.0,76133.0
663,235071,BATAVIA TOYOTA OUTDOOR,Batavia,14020,Genesee County,43.0003,-78.1929,337.0,95000.0,9495.0,42809.0
664,201295,NAPA Auto Parts,Spencerport,14559,Monroe County,43.1895,-77.8043,425.0,148100.0,6827.0,69564.0
665,226506,ACES Renewable Rochester,Honeoye Falls,14472,Monroe County,42.9695,-77.5781,197.0,231300.0,3319.0,91477.0
666,162290,HOLT1 HOLT,Ithaca,14850,Tompkins County,42.4406,-76.4966,507.0,209800.0,24786.0,46331.0
667,44184,Nissan City - Port Chester,Port Chester,10573,Westchester County,41.0222,-73.6798,7003.0,512100.0,12714.0,66629.0
668,115234,Saratoga Auto Museum - Tesla Destination,Saratoga Springs,12866,Saratoga County,43.0708,-73.7408,551.0,274400.0,15618.0,67979.0
669,184638,BNL Eastside of Bldg 1008E,Upton,11961,Suffolk County,40.9018,-72.8881,1003.0,253500.0,5589.0,54312.0
670,149318,South Meadow Marketplace - Tesla Supercharger,Ithaca,14850,Tompkins County,42.4406,-76.4966,507.0,209800.0,24786.0,46331.0
671,122469,ImPark Underhill Garage - Tesla Destination,Brooklyn,11238,Kings County,40.679,-73.9644,44555.0,656800.0,22648.0,65315.0
672,194978,SIENA COLLEGE LOT U EVSE 2,Albany,12211,Albany County,42.713,-73.7739,1425.0,275600.0,4379.0,95554.0
673,123064,Vassar,Poughkeepsie,12604,Dutchess County,41.7599,-73.7437,,,,
674,87914,Long Island Welcome Center,Dix Hills,11746,Suffolk County,40.8143,-73.3634,2810.0,467700.0,20825.0,97796.0
675,168984,New York Hospital Queens - Tesla Destination,Flushing,11355,Queens County,40.7536,-73.8226,49492.0,507500.0,28837.0,41884.0
676,215068,NORTHTOWN CENTE STATION 1,Buffalo,14221,Erie County,42.9685,-78.7492,2329.0,180800.0,22676.0,75189.0
677,114882,Peppermint's Restaurant - Tesla Destination,Avon,14414,Livingston County,42.903,-77.7274,182.0,133100.0,2967.0,63083.0
678,151794,Broadway Commons,Hicksville,11801,Nassau County,40.7623,-73.523,5962.0,395800.0,12789.0,91718.0
679,148044,Elm Ave,Niskayuna,12309,Schenectady County,42.8091,-73.8693,1771.0,230100.0,11926.0,87374.0
680,184034,Tringali's,Buffalo,14216,Erie County,42.9499,-78.8599,8070.0,119800.0,10811.0,45764.0
681,218500,ATHENS CHARGER 1,Athens,12015,Greene County,42.2736,-73.8152,225.0,208400.0,1291.0,61164.0
682,181903,MOHAWK HARBOR01 STATION #3,Schenectady,12308,Schenectady County,42.8179,-73.9206,6820.0,133200.0,5862.0,40598.0
683,156045,Nott/Lennox Lot,Schenectady,12308,Schenectady County,42.8179,-73.9206,6820.0,133200.0,5862.0,40598.0
684,229203,CHARGE POINT #1 ABB STATION 1,Yorkville,13495,Oneida County,43.1116,-75.2756,2457.0,92700.0,967.0,48576.0
685,115046,Icon Parking 203 E 61 Street - Tesla Destination,New York,10021,New York County,40.7685,-73.9588,112711.0,1000001.0,24734.0,107907.0
686,162149,NEW STATION 01,Huntington,11743,Suffolk County,40.8676,-73.4102,1664.0,584500.0,15225.0,118222.0
687,61760,Broccolo Tree and Lawncare Garden Center,Fairport,14450,Monroe County,43.0892,-77.436,1291.0,186400.0,16748.0,76552.0
688,174886,HYATT PLACE HOTEL AMHERST 2,Amherst,14226,Erie County,42.9744,-78.7949,4233.0,134200.0,12485.0,60545.0
689,211840,FURNACE POINT FPEV2,Westport,12993,Essex County,44.205,-73.4702,23.0,131500.0,719.0,44000.0
690,123262,Westchester Medical Center,Valhalla,10595,Westchester County,41.0856,-73.7776,1372.0,606600.0,2330.0,107708.0
691,205256,MONTY'S EVSE EVSE3,INGRAHAM,12992,Clinton County,44.797,-73.5112,75.0,110000.0,1866.0,52888.0
692,227776,TPWC  TPWC 12,Altamont,12009,Albany County,42.7063,-74.0193,137.0,253900.0,2854.0,80750.0
693,166728,Staten Island Mall,Staten Island,10314,Richmond County,40.6039,-74.1472,6235.0,437500.0,30709.0,77242.0
694,224228,GENESEO E PARK LEFT,Geneseo,14454,Livingston County,42.7938,-77.7996,219.0,160800.0,3247.0,51625.0
695,233092,575 1st Ave,New York,10016,New York County,40.7443,-73.9781,101814.0,759600.0,32173.0,105324.0
696,114989,Icon Parking 100 Riverside Blvd. - Tesla Destination,New York,10024,New York County,40.7864,-73.9764,69106.0,1000001.0,30836.0,109956.0
697,171552,ADELPHI UNIV STATION 02,Garden City,11530,Nassau County,40.7245,-73.6487,3841.0,704200.0,9111.0,135370.0
698,193394,BURNS MGT BROOM SHOP 4,Latham,12110,Albany County,42.7462,-73.763,1492.0,231300.0,7672.0,76408.0
699,44350,Nissan - Huntington,Huntington Station,11746,Suffolk County,40.8143,-73.3634,2810.0,467700.0,20825.0,97796.0
700,165110,SDH STATION EV STATION 1,Buffalo,14226,Erie County,42.9744,-78.7949,4233.0,134200.0,12485.0,60545.0
701,117604,Finger Lakes Welcome Center,Geneva,14456,Ontario County,42.8637,-76.9913,257.0,109200.0,7816.0,48158.0
702,189504,621 Columbia St,Cohoes,12047,Albany County,42.7754,-73.7124,2227.0,161600.0,8756.0,47138.0
703,154053,PEPSICO INC STATION 2,Valhalla,10595,Westchester County,41.0856,-73.7776,1372.0,606600.0,2330.0,107708.0
704,225479,ARCHER GREEN MI STATION 4,Jamaica,11433,Queens County,40.6969,-73.7877,21062.0,379700.0,10230.0,42887.0
705,197538,Price Chopper,Cortland,13045,Cortland County,42.5952,-76.1857,283.0,108400.0,11217.0,43985.0
706,115004,ABM Parking 750 Lexington Ave LLC - Tesla Destination,New York,10022,New York County,40.7571,-73.9657,73158.0,866100.0,19253.0,109019.0
707,164738,Central Parking - 146 W 57th St,New York,10019,New York County,40.7651,-73.9858,63042.0,808600.0,25905.0,84424.0
708,153434,Brookfield Place - Tesla Supercharger,New York City,10080,New York County,40.7143,-74.006,,,,
709,225163,FIVE-STAR BANK NORTH CHARGER,Buffalo,14221,Erie County,42.9685,-78.7492,2329.0,180800.0,22676.0,75189.0
710,201668,Parkway Plaza - Tesla Supercharger,Carle Place,11514,Nassau County,40.7512,-73.6119,5210.0,469100.0,1758.0,84651.0
711,223129,Greymoor Way - Building 14,Baldwinsville,13027,Onondaga County,43.162,-76.3237,465.0,149100.0,13042.0,67225.0
712,168525,STATION 4TH FL MOTORGATE #2,New York,10044,New York County,40.7618,-73.9505,48251.0,580400.0,4501.0,83066.0
713,191761,NEFJ EV 1,Albany,12203,Albany County,42.7003,-73.8575,2626.0,194800.0,12840.0,54059.0
714,223418,VOEASTROCHESTER EYER BUILDING,East Rochester,14445,Monroe County,43.1128,-77.4906,4213.0,100100.0,3505.0,49683.0
715,98431,Tony Mangino Mitsubishi,Clifton Park,12065,Saratoga County,42.8499,-73.7851,1197.0,260300.0,17086.0,80908.0
716,167180,HAWKINS P2 ST 1 SUNYPLATTSBURGH,Plattsburgh,12901,Clinton County,44.6927,-73.466,440.0,134500.0,13331.0,43010.0
717,186633,VANKAY PUBLIC STATION 2,Ballston Spa,12020,Saratoga County,43.005,-73.8486,415.0,209000.0,12295.0,68252.0
718,115021,Standard Parking 151 W 17th Street - Tesla Destination,New York,10011,New York County,40.7402,-73.9996,77436.0,914500.0,30294.0,104238.0
719,162266,U OF R GOERGEN CENTER,Rochester,14627,Monroe County,43.1275,-77.6277,,,,
720,225381,MILTON NY STATION 4,Ballston Spa,12020,Saratoga County,43.005,-73.8486,415.0,209000.0,12295.0,68252.0
721,227762,TPWC  TPWC 2,Altamont,12009,Albany County,42.7063,-74.0193,137.0,253900.0,2854.0,80750.0
722,174681,WHEATLAND-CHILI HIGH SCH 2,Scottsville,14546,Monroe County,43.0246,-77.7743,137.0,127000.0,1961.0,57295.0
723,158512,TOM HOMMOCKS RINK,Larchmont,10538,Westchester County,40.9351,-73.7571,4617.0,928000.0,6162.0,160964.0
724,180133,TOWN OF BABYLON TOWN ANNEX 1,North Babylon,11703,Suffolk County,40.7321,-73.3236,5261.0,344500.0,5739.0,90872.0
725,162327,ULYSSES TOWN ULYSSES,Trumansburg,14886,Tompkins County,42.521,-76.6681,87.0,166000.0,2805.0,62900.0
726,102342,Aviation Mall - Tesla Supercharger,Queensbury,12804,Warren County,43.329,-73.6818,500.0,208400.0,10930.0,60152.0
727,146985,CFL-1 LIBRARY RT 23B,Claverack-Red Mills,12513,Columbia County,42.2251,-73.7346,223.0,217400.0,311.0,60833.0
728,235731,MHM WALL STREET 4,Albany,12205,Albany County,42.7198,-73.8207,1708.0,193800.0,11663.0,65090.0
729,206835,MPGARDENS STATION 1,East Meadow,11554,Nassau County,40.7149,-73.5561,6103.0,402000.0,12410.0,92311.0
730,193844,SIENA COLLEGE FOY HALL EVSE1,Latham,12110,Albany County,42.7462,-73.763,1492.0,231300.0,7672.0,76408.0
731,171409,MINNEWASKA EV 2,Kerhonkson,12446,Ulster County,41.7939,-74.3035,75.0,171600.0,2038.0,51696.0
732,115102,Standard Parking Gateway Plaza Garage - Tesla Destination,New York,10280,New York County,40.7105,-74.0163,56710.0,685700.0,4053.0,129574.0
733,115122,Champion Parking 113 LLC - Tesla Destination,New York,10025,New York County,40.7975,-73.9683,125860.0,934600.0,44432.0,68516.0
734,114902,Quik Park 365 Management LLC - Tesla Destination,Brooklyn,11231,Kings County,40.6794,-74.0014,23441.0,912000.0,15216.0,78174.0
735,44317,Destination Nissan,Albany,12206,Albany County,42.6683,-73.7744,7698.0,123100.0,6814.0,26883.0
736,223283,55 East End Ave,New York,10028,New York County,40.7763,-73.9529,143683.0,1000001.0,25158.0,104638.0
737,195772,COLGATE SPEAR HOUSE LOT,Hamilton,13346,Madison County,42.8231,-75.5434,178.0,166600.0,2007.0,63469.0
738,180130,PPC STATION 1,Bridgeport,13030,Madison County,43.159,-75.97,292.0,150600.0,1623.0,55938.0
739,234634,MEM. PLZ STATION 1,Pleasantville,10570,Westchester County,41.135,-73.7845,1945.0,641500.0,4201.0,123778.0
740,155355,Pearl River Train Station,Pearl River,10965,Rockland County,41.0629,-74.0159,2815.0,441400.0,5390.0,94271.0
741,81608,Jim Barnard Chevrolet,Churchville,14428,Monroe County,43.0749,-77.835,158.0,144000.0,3167.0,59587.0
742,222456,CANDLE CANDLEWOOD #2,Vestal,13850,Broome County,42.0771,-76.0118,430.0,146800.0,8983.0,62061.0
743,227805,DEPAULA MAZDA SERVICE BAY,Colonie,12205,Albany County,42.7198,-73.8207,1708.0,193800.0,11663.0,65090.0
744,226538,Spuds Spawz Dog Grooming,Macedon,14502,Wayne County,43.0784,-77.3372,287.0,147200.0,4064.0,65601.0
745,188095,UMGI EV1,LIC,11101,Queens County,40.7446,-73.9345,9744.0,654900.0,10429.0,47142.0
746,174098,SUNY NEW PALTZ STATION 3,New Paltz,12561,Ulster County,41.7464,-74.1092,308.0,298100.0,6132.0,66261.0
747,223708,TRADITION CBG TRADITION CHVY1,Newark,14513,Wayne County,43.0519,-77.0946,298.0,89400.0,5668.0,45583.0
748,183226,TSS ALBANY STATION 5 & 6,Schenectady,12309,Schenectady County,42.8091,-73.8693,1771.0,230100.0,11926.0,87374.0
749,227688,Downtown Plattsburgh Public Parking,Plattsburgh,12901,Clinton County,44.6927,-73.466,440.0,134500.0,13331.0,43010.0
750,114896,Standard Parking Pierepoint Plaza - Tesla Destination,Brooklyn,11201,Kings County,40.694,-73.9903,35981.0,669000.0,23325.0,95369.0
751,175501,MUNICIPAL EVSE HOCKEY ICE RINK,Glens Falls,12801,Warren County,43.3115,-73.6448,3725.0,151400.0,6548.0,45538.0
752,156057,TOWN GLENVILLE SENIOR CTR EV3,Glenville,12302,Schenectady County,42.88,-73.9913,652.0,183800.0,11439.0,66021.0
753,174713,BURNS MGT SCH COMM BLDG 3,Latham,12110,Albany County,42.7462,-73.763,1492.0,231300.0,7672.0,76408.0
754,227085,Carmella's Café,New Hartford,13413,Oneida County,43.0654,-75.2906,811.0,157100.0,6818.0,64366.0
755,233084,LGA Airpark,East Elmhurst,11369,Queens County,40.7613,-73.8739,36170.0,464500.0,11194.0,53617.0
756,189518,Hamilton Square/Lia Realty Group,Guilderland,12084,Albany County,42.6973,-73.8975,1184.0,248800.0,1985.0,71750.0
757,230831,86-86 Palo Alto St,Hollis,11423,Queens County,40.7142,-73.7677,21254.0,422200.0,9559.0,60892.0
758,114881,Astoria Central Parking - Tesla Destination,Astoria,11106,Queens County,40.7608,-73.9295,45359.0,433600.0,17101.0,48720.0
759,228962,QUICKLEES 1 DCFC2,Avon,14414,Livingston County,42.903,-77.7274,182.0,133100.0,2967.0,63083.0
760,162276,TOWN OF BABYLON TOWN ANNEX 2,North Babylon,11703,Suffolk County,40.7321,-73.3236,5261.0,344500.0,5739.0,90872.0
761,94838,Village of Fairhaven,Fair Haven,13064,Cayuga County,43.4313,-76.2004,360.0,400000.0,31.0,69167.0
762,115045,MPG 201 E 56th - Tesla Destination,New York,10022,New York County,40.7571,-73.9657,73158.0,866100.0,19253.0,109019.0
763,150574,Center Park 250 Albany - Tesla Destination,Manhattan,10280,New York County,40.7105,-74.0163,56710.0,685700.0,4053.0,129574.0
764,99950,Town of Veteran,Millport,14864,Chemung County,42.2581,-76.8392,105.0,88500.0,540.0,53650.0
765,44182,Huttig Nissan,Plattsburgh,12901,Clinton County,44.6927,-73.466,440.0,134500.0,13331.0,43010.0
766,114973,Icon Parking 360 E 65th - Tesla Destination,Manhattan,10065,New York County,40.7651,-73.9638,83533.0,1000001.0,18544.0,115519.0
767,115107,"The Carlyle Hotel, A Rosewood Hotel - Tesla Destination",New York,10021,New York County,40.7685,-73.9588,112711.0,1000001.0,24734.0,107907.0
768,150639,Sylvan Gerard Garage - Tesla Destination,Forest Hills,11375,Queens County,40.7229,-73.8473,34707.0,358300.0,32547.0,72000.0
769,115032,Quikpark 173 W 12th Street - Tesla Destination,New York,10011,New York County,40.7402,-73.9996,77436.0,914500.0,30294.0,104238.0
770,227073,Burdick Ford,Central Square,13036,Oswego County,43.309,-76.1849,178.0,121200.0,3448.0,56056.0
771,195768,MICHAELSGRP MICHAELS GROUP2,Mechanicville,12118,Saratoga County,42.9168,-73.7214,440.0,200200.0,5883.0,61389.0
772,121068,ROSENBLUM300 187 WOLF RD,Albany,12205,Albany County,42.7198,-73.8207,1708.0,193800.0,11663.0,65090.0
773,214079,Hannaford Supermarket - Tesla Supercharger,Red Hook,12571,Dutchess County,42.0064,-73.8546,171.0,297500.0,3908.0,69091.0
774,102348,Eastview Mall - Tesla Supercharger,Victor,14564,Ontario County,42.9866,-77.418,344.0,228300.0,5536.0,76231.0
775,115124,Parkit 403 Lafayette St. - Tesla Destination,New York,10003,New York County,40.7313,-73.9892,97188.0,817700.0,28559.0,92540.0
776,180122,854ELLICOTT 854 ELLICOTT 1,Buffalo,14203,Erie County,42.8939,-78.8681,,,,
777,221912,TOY BINGHAMTON CT4020- 1,Binghamton,13904,Broome County,42.1171,-75.8653,413.0,83700.0,3941.0,40985.0
778,168558,610 Warren Street - Tesla Destination,Brooklyn,11217,Kings County,40.6816,-73.9798,47796.0,857000.0,16269.0,81862.0
779,117729,Seneca Allegany Resort & Casino - Tesla Supercharger,Salamanca,14779,Cattaraugus County,42.1604,-78.7304,62.0,67100.0,2957.0,31537.0
780,115141,iPark NYC Central Harlem Garage Corp. - Tesla Destination,New York,10026,New York County,40.8019,-73.9531,102315.0,602400.0,14199.0,43107.0
781,233120,PVA STATION 1,Halfmoon,12065,Saratoga County,42.8499,-73.7851,1197.0,260300.0,17086.0,80908.0
782,223136,Integra Optics,Albany,12203,Albany County,42.7003,-73.8575,2626.0,194800.0,12840.0,54059.0
783,150579,LAZ Parking 136-20 38th Ave - Tesla Destination,Flushing,11354,Queens County,40.7667,-73.8241,25324.0,380600.0,20120.0,46566.0
784,44342,Nemet Motors,Jamaica,11432,Queens County,40.7119,-73.7944,28295.0,519000.0,18448.0,50450.0
785,163426,CHARLIE JOHNS CHARLIE JOHNS,Speculator,12164,Hamilton County,43.5042,-74.3667,8.0,172100.0,174.0,57083.0
786,75944,Rochester Institute of Technology - Lot M,Rochester,14623,Monroe County,43.0834,-77.6344,1424.0,115600.0,9544.0,46149.0
787,162262,KINGSTON TR GALLO PARK,Kingston,12401,Ulster County,41.9697,-74.0668,600.0,189700.0,14957.0,47225.0
788,204921,INN SQ INN SQ GW 1,Rochester,14604,Monroe County,43.1577,-77.608,,,,
789,194077,Willis Row - Tesla Supercharger,Roslyn Heights,11577,Nassau County,40.7845,-73.6403,4050.0,670300.0,4255.0,112552.0
790,162199,NATIONAL GRID KOHLS CLIFTON,Clifton Park,12065,Saratoga County,42.8499,-73.7851,1197.0,260300.0,17086.0,80908.0
791,123127,Queens college,Queens,11367,Queens County,40.728,-73.8195,17252.0,376400.0,14972.0,56608.0
792,234665,The Nature Conservancy,Cold Spring Harbor,11724,Suffolk County,40.8601,-73.4423,834.0,1000001.0,1013.0,139971.0
793,192934,TOWNE TV EV 2,Schenectady,12303,Schenectady County,42.7823,-73.9448,1939.0,169300.0,11969.0,61267.0
794,143300,MUNICIPAL BLDG TRAIN STATION 1,Croton-on-Hudson,10520,Westchester County,41.218,-73.8924,931.0,482100.0,5197.0,102807.0
795,164503,HYDEPARK HYDE PK TOWN HA,Hyde Park,12538,Dutchess County,41.7887,-73.9063,553.0,243700.0,5289.0,70599.0
796,114974,Icon Parking 205 E 63rd St - Tesla Destination,Manhattan,10065,New York County,40.7651,-73.9638,83533.0,1000001.0,18544.0,115519.0
797,190452,KEELER STATION 04,Latham,12110,Albany County,42.7462,-73.763,1492.0,231300.0,7672.0,76408.0
798,169706,Energy Square,Kingston,12401,Ulster County,41.9697,-74.0668,600.0,189700.0,14957.0,47225.0
799,185374,EVolve NY Oneonta,Oneonta,13820,Otsego County,42.4625,-75.0491,209.0,142900.0,7978.0,42345.0
800,180146,ULSTER COUNTY DSS 3,Kingston,12401,Ulster County,41.9697,-74.0668,600.0,189700.0,14957.0,47225.0
801,191436,PEAK POINT APT PEAK POINT EV2,Ballston Spa,12020,Saratoga County,43.005,-73.8486,415.0,209000.0,12295.0,68252.0
802,181843,854ELLICOTT 134 HIGH ST 5,Buffalo,14203,Erie County,42.8939,-78.8681,,,,
803,223303,Legoland New York  Lot B,Goshen,10924,Orange County,41.3946,-74.3302,342.0,332100.0,4454.0,84661.0
804,114958,Hilton Garden Inn - Downtown Ithaca - Tesla Destination,Ithaca,14850,Tompkins County,42.4406,-76.4966,507.0,209800.0,24786.0,46331.0
805,163646,STOHL STOHL6,Orchard Park,14127,Erie County,42.7639,-78.7518,728.0,194500.0,11816.0,77636.0
806,115129,Icon Parking Independent - Tesla Destination,New York,10021,New York County,40.7685,-73.9588,112711.0,1000001.0,24734.0,107907.0
807,197115,EVolveNY LaGrangeville,LaGrangeville,12540,Dutchess County,41.6615,-73.745,229.0,351100.0,2622.0,99697.0
808,201874,W Washington St Lot,Syracuse,13202,Onondaga County,43.041,-76.1489,5451.0,67100.0,2292.0,14537.0
809,202145,FUCCILLOHYUNDAI CPF50 #3,Grand Island,14072,Erie County,43.0183,-78.9591,721.0,182100.0,7936.0,80243.0
810,229919,CJ's Italian Restaurant,Rhinebeck,12572,Dutchess County,41.9272,-73.8888,180.0,354400.0,3758.0,72551.0
811,223131,Windham Mountain,Windham,12496,Greene County,42.3175,-74.262,35.0,223900.0,740.0,50536.0
