city_id,ID,Station Name,City,ZIP,County,latitude,longitude,population_density,median_home_value,occupied_housing_units,median_household_income
0,49941,Town of Penfield - Library,Penfield,14526,Monroe County,43.1396,-77.456,1184.0,169000.0,8012.0,77386.0
1,116756,Village of Webster,Webster,14580,Monroe County,43.2196,-77.4616,1188.0,179100.0,20116.0,69189.0
2,149787,HOTSARA CHARGER STATION 1,Saranac Lake,12983,Franklin County,44.3243,-74.133,36.0,162400.0,3524.0,47329.0
3,157942,Houghton College,Houghton,14744,Allegany County,42.4228,-78.2063,120.0,105500.0,378.0,50298.0
4,182295,NYC FLEET DPRMBLOT8_1_L3,Midland Beach,10305,Richmond County,40.5973,-74.0768,9819.0,415300.0,15145.0,70758.0
5,183763,CHEEKTOWAGA BROADWAY #1,Cheektowaga,14227,Erie County,42.8853,-78.7462,2712.0,113500.0,10654.0,49821.0
6,220960,BRT STATION 1,Sunset Park,11220,Kings County,40.6412,-74.0133,55603.0,615300.0,29018.0,37580.0
7,223263,Sharon Chevrolet,Liverpool,13090,Onondaga County,43.1528,-76.2235,2001.0,146600.0,11880.0,70376.0
8,224589,WW BMW WWBMW 2,Nanuet,10954,Rockland County,41.0977,-74.0109,3349.0,421400.0,8444.0,91302.0
9,229400,CORNELL STATION3,Ithaca,14853,Tompkins County,42.4474,-76.4837,,,,
10,231033,New Hyde Park - 2298 Jericho Turnpike,New Hyde Park,11040,Nassau County,40.7294,-73.6828,8526.0,536900.0,13500.0,101434.0
11,194027,NYSERDA,Albany,12205,Albany County,42.7198,-73.8207,1708.0,193800.0,11663.0,65090.0
12,115245,White Fences Inn Water Mill - Tesla Destination,Water Mill,11976,Suffolk County,40.9209,-72.3491,128.0,1000001.0,658.0,160536.0
13,44206,Poughkeepsie Nissan,Wappingers Falls,12590,Dutchess County,41.595,-73.8876,1019.0,300400.0,13176.0,78573.0
14,195668,1235 Linden Blvd,Brooklyn,11212,Kings County,40.6625,-73.9145,54944.0,391700.0,30201.0,28348.0
15,229076,Village Dodge Inc,Hudson,12534,Columbia County,42.247,-73.7552,205.0,173700.0,7429.0,46261.0
16,164154,SAVARINO COMPAN BRL 5,Buffalo,14204,Erie County,42.884,-78.8597,4839.0,61000.0,4117.0,23259.0
17,175753,EXECUTIVE PARK #2,Montebello,10901,Rockland County,41.1177,-74.1241,1304.0,416100.0,8873.0,85147.0
18,154778,HGI TROY HILTON TROY 1.1,Troy,12180,Rensselaer County,42.7287,-73.6683,977.0,171900.0,21558.0,47640.0
19,225676,92746 CHARGEPOINT 1,New York,10065,New York County,40.7651,-73.9638,83533.0,1000001.0,18544.0,115519.0
20,223120,Greymoor Way - Building 2,Baldwinsville,13027,Onondaga County,43.162,-76.3237,465.0,149100.0,13042.0,67225.0
21,174457,RRH CARTER 2FLGW1,Rochester,14621,Monroe County,43.1834,-77.6043,8198.0,57400.0,12861.0,23735.0
22,170431,"Montauk, NY - Tesla Supercharger",Montauk,11954,Suffolk County,41.0459,-71.944,180.0,807400.0,1422.0,68528.0
23,213092,CMH STATION 1,Hudson,12534,Columbia County,42.247,-73.7552,205.0,173700.0,7429.0,46261.0
24,143298,LIVEWIRE DCFAST HOG OUT,Bellmore,11710,Nassau County,40.6729,-73.5365,7060.0,443400.0,11787.0,103686.0
25,164452,FOODBANK LATHAM PARKING TWO,Latham,12110,Albany County,42.7462,-73.763,1492.0,231300.0,7672.0,76408.0
26,180158,RIVERHEAD RIVER 2 #3,Riverhead,11901,Suffolk County,40.9262,-72.652,493.0,322000.0,9677.0,51350.0
27,191437,PEAK POINT APT PEAK POINT EV1,Ballston Spa,12020,Saratoga County,43.005,-73.8486,415.0,209000.0,12295.0,68252.0
28,167630,Malden Travel Plaza,Saugerties,12477,Ulster County,42.0738,-73.9797,285.0,220400.0,7905.0,60862.0
29,115229,Hampton Inn Rome - Tesla Destination,Rome,13441,Oneida County,43.2264,-75.4083,,,,
30,223102,Partridge Hill Apartments,Rensselaer,12144,Rensselaer County,42.6359,-73.7219,1086.0,168800.0,8947.0,63449.0
31,154518,TONAWANDA YPR POOL PLAZA 2,Buffalo,14223,Erie County,42.9731,-78.845,6603.0,115100.0,9832.0,57076.0
32,169509,SWL SARANAC 1.3,Saranac Lake,12983,Franklin County,44.3243,-74.133,36.0,162400.0,3524.0,47329.0
33,114957,La Tourelle Hotel & Spa - Tesla Destination,Ithaca,14850,Tompkins County,42.4406,-76.4966,507.0,209800.0,24786.0,46331.0
34,223410,FETZNER STATION 1,Rochester,14616,Monroe County,43.2346,-77.6577,4802.0,97700.0,12050.0,48975.0
35,165396,ADAMS STATION 301 ELKIN CT,Delmar,12054,Albany County,42.6158,-73.8373,1095.0,274600.0,6866.0,94874.0
36,226543,Inn at Houghton Creek,Houghton,14744,Allegany County,42.4228,-78.2063,120.0,105500.0,378.0,50298.0
37,182198,SSCCA SSCC - 01,Saratoga Springs,12866,Saratoga County,43.0708,-73.7408,551.0,274400.0,15618.0,67979.0
38,162249,NATIONAL GRID HOLIDAY VALLEY,Ellicottville,14731,Cattaraugus County,42.2959,-78.6606,34.0,208300.0,758.0,54625.0
39,162223,NATIONAL GRID EMPIRE STATE,Saratoga Springs,12866,Saratoga County,43.0708,-73.7408,551.0,274400.0,15618.0,67979.0
40,201870,Central Parking - 109 E 58th Street,New York,10022,New York County,40.7571,-73.9657,73158.0,866100.0,19253.0,109019.0
41,202142,FUCCILLOHYUNDAI CPE-250 #2,Grand Island,14072,Erie County,43.0183,-78.9591,721.0,182100.0,7936.0,80243.0
42,229918,CDPHP,Clifton Park,12065,Saratoga County,42.8499,-73.7851,1197.0,260300.0,17086.0,80908.0
43,123126,The Wedge,Mt Sinai,11766,Suffolk County,40.9271,-73.0127,2049.0,451800.0,4231.0,104110.0
44,203019,OMG EV CHARGER EVCHARGER3,Cooperstown,13326,Otsego County,42.7005,-74.9243,58.0,260300.0,2450.0,57375.0
45,202953,COMMCTR 59 N PUTT2,New Paltz,12561,Ulster County,41.7464,-74.1092,308.0,298100.0,6132.0,66261.0
46,228833,Bayport Fire District,Bayport,11705,Suffolk County,40.7444,-73.0542,2262.0,448100.0,2834.0,88958.0
47,192609,AECSOLAR STATION 1 AEC,Albany,12203,Albany County,42.7003,-73.8575,2626.0,194800.0,12840.0,54059.0
48,169060,Rapidpark 205 W 101st Street - Tesla Destination,New York,10025,New York County,40.7975,-73.9683,125860.0,934600.0,44432.0,68516.0
49,189547,Kew Garage,Kew Gardens,11415,Queens County,40.7069,-73.8297,34042.0,289800.0,8614.0,63549.0
50,175105,PRIMA LOFTS LL ALB LOFTS 1.5,Menands,12204,Albany County,42.6847,-73.7354,1807.0,187800.0,3445.0,49993.0
51,191245,799 SENECA STATION 4,Buffalo,14210,Erie County,42.8614,-78.8205,4584.0,59200.0,6257.0,32197.0
52,181661,HAMPTON INN STATION 4,Staten Island,10314,Richmond County,40.6039,-74.1472,6235.0,437500.0,30709.0,77242.0
53,189362,Duford Studios,New York,10028,New York County,40.7763,-73.9529,143683.0,1000001.0,25158.0,104638.0
54,199474,WHITE PLAINS WP CT4K-2 SALES,Elmsford,10523,Westchester County,41.0572,-73.8136,2063.0,424200.0,2514.0,81667.0
55,115074,Parkit 27 N Moore Street - Tesla Destination,New York,10013,New York County,40.7185,-74.0025,50154.0,1000001.0,12096.0,83725.0
56,174028,SULLIVAN PARK CENTER WAY 1,Corning,14830,Steuben County,42.1383,-77.0475,221.0,98300.0,8517.0,51902.0
57,158535,CENTROTHERM CENTRO F1,Albany,12202,Albany County,42.6413,-73.7641,4700.0,115300.0,4322.0,29214.0
58,114938,Luce Ristorante - Tesla Destination,East Norwich,11732,Nassau County,40.8472,-73.5349,2245.0,636100.0,1361.0,96989.0
59,180636,PICOTTE 11 CORPORATE 2,Albany,12211,Albany County,42.713,-73.7739,1425.0,275600.0,4379.0,95554.0
60,233118,PVA STATION 3,Halfmoon,12065,Saratoga County,42.8499,-73.7851,1197.0,260300.0,17086.0,80908.0
61,207731,1 WATERLINE STATION#2,New York,10069,New York County,40.778,-73.9884,49908.0,966600.0,2696.0,170630.0
62,226521,Maguire Honda of Ithaca,Ithaca,14850,Tompkins County,42.4406,-76.4966,507.0,209800.0,24786.0,46331.0
63,162320,STATION 1 @ VIL VICTOR,Victor,14564,Ontario County,42.9866,-77.418,344.0,228300.0,5536.0,76231.0
64,146604,STATION TOR1 CRAWFORD PARK S,Rye Brook,10573,Westchester County,41.0222,-73.6798,7003.0,512100.0,12714.0,66629.0
65,150533,528 W 162nd Garage-PARK-it - Tesla Destination,Manhattan,10033,New York County,40.8496,-73.9356,89201.0,422100.0,18975.0,41556.0
66,227084,Reaves Dental,New Hartford,13413,Oneida County,43.0654,-75.2906,811.0,157100.0,6818.0,64366.0
67,114923,The Fern Lodge - Tesla Destination,Chestertown,12817,Warren County,43.6451,-73.8066,42.0,246500.0,1027.0,53690.0
68,115228,"Home2 Suites by Hilton Rochester Henrietta, NY - Tesla Destination",Rochester,14623,Monroe County,43.0834,-77.6344,1424.0,115600.0,9544.0,46149.0
69,154724,VIC AND CAMPUS SUGAR SHACK 1.1,Paul Smiths,12970,Franklin County,44.445,-74.2664,19.0,127800.0,129.0,53250.0
70,102325,Colonie Center - Tesla Supercharger,Albany,12205,Albany County,42.7198,-73.8207,1708.0,193800.0,11663.0,65090.0
71,213551,AT LABS ATL STATION 1,Clifton Park,12065,Saratoga County,42.8499,-73.7851,1197.0,260300.0,17086.0,80908.0
72,184902,RTS IRONDEQUOIT #2,Irondequoit,14617,Monroe County,43.2203,-77.5994,2967.0,126300.0,9502.0,60650.0
73,149880,NY STATE PARKS JAMES BAIRD,Pleasant Valley,12569,Dutchess County,41.747,-73.8143,297.0,281400.0,3835.0,76517.0
74,164052,GREECE TOWN HAL GREECE NORTH 1,Rochester,14612,Monroe County,43.2566,-77.6652,2021.0,136500.0,14329.0,59216.0
75,181108,PICOTTE 22 CORPORATE 2,Albany,12211,Albany County,42.713,-73.7739,1425.0,275600.0,4379.0,95554.0
76,225119,W&W Glass,Clarkstown,10954,Rockland County,41.0977,-74.0109,3349.0,421400.0,8444.0,91302.0
77,223045,STONE MILL STONE MILL,Little Falls,13365,Herkimer County,43.0474,-74.8606,66.0,85000.0,3685.0,43425.0
78,115113,iPark NYU 377 E 33rd Street - Tesla Destination,New York,10016,New York County,40.7443,-73.9781,101814.0,759600.0,32173.0,105324.0
79,182985,LARKIN726RRAMPP LARKIN 3,Buffalo,14210,Erie County,42.8614,-78.8205,4584.0,59200.0,6257.0,32197.0
80,217197,110 MAPLE AVE STATION 5,Rockville Centre,11570,Nassau County,40.6637,-73.638,7245.0,600400.0,10002.0,104503.0
81,211921,South Lewis Senior High School,Turin,13473,Lewis County,43.6441,-75.4132,17.0,94700.0,292.0,48750.0
82,214708,South Port Shopping Center - Tesla Supercharger,Shirley,11967,Suffolk County,40.8015,-72.8676,2349.0,263200.0,7992.0,82557.0
83,152216,Potter Park,Fairport,14450,Monroe County,43.0892,-77.436,1291.0,186400.0,16748.0,76552.0
84,188116,Mendon Public Library,Honeoye Falls,14472,Monroe County,42.9695,-77.5781,197.0,231300.0,3319.0,91477.0
85,115062,Icon Parking 237 West Thames - Tesla Destination,New York,10280,New York County,40.7105,-74.0163,56710.0,685700.0,4053.0,129574.0
86,221322,Prestige Parking Corp,New York,10022,New York County,40.7571,-73.9657,73158.0,866100.0,19253.0,109019.0
87,94843,Village of Homer,Homer,13077,Cortland County,42.6726,-76.1878,95.0,113900.0,2639.0,55933.0
88,220701,Empire Outlets Garage,Staten Island,10301,Richmond County,40.6316,-74.0927,10852.0,402300.0,14719.0,56848.0
89,150637,Best Western Saranac Lake - Tesla Destination,Saranac Lake,12983,Franklin County,44.3243,-74.133,36.0,162400.0,3524.0,47329.0
90,162237,NATIONAL GRID KOHLS OLEAN,Olean,14760,Cattaraugus County,42.0821,-78.426,296.0,74500.0,8358.0,41807.0
91,202804,MB OF BUFFALO DC MERC BUFF 2,Williamsville,14221,Erie County,42.9685,-78.7492,2329.0,180800.0,22676.0,75189.0
92,123391,NYS ORDA GORE MOUNTAIN,North Creek,12853,Warren County,43.6978,-73.986,20.0,170200.0,739.0,41563.0
93,115151,iPark 530 E 80th Street - Tesla Destination,New York,10075,New York County,40.7143,-74.006,141546.0,805300.0,14622.0,102941.0
94,118705,BURNS MGT OXFORD 2,Albany,12203,Albany County,42.7003,-73.8575,2626.0,194800.0,12840.0,54059.0
95,182115,OLYMPIC SPORTS  SPORTS 9,Lake Placid,12946,Essex County,44.2796,-73.982,42.0,248100.0,2409.0,47091.0
96,162449,BMW FREEPORT STATION 01,Freeport,11520,Nassau County,40.6536,-73.5866,8509.0,333900.0,13398.0,67723.0
97,187554,CENTROTHERM CENTROL F2,Albany,12202,Albany County,42.6413,-73.7641,4700.0,115300.0,4322.0,29214.0
98,187172,Exit 34 (Canastota),Canastota,13032,Madison County,43.0878,-75.7602,157.0,104000.0,5147.0,53314.0
99,44348,Simmons Rockwell Nissan,Horseheads,14845,Chemung County,42.1805,-76.8345,256.0,123400.0,8501.0,61005.0
100,173961,RRH RIEDMAN CAMP3,Rochester,14617,Monroe County,43.2203,-77.5994,2967.0,126300.0,9502.0,60650.0
101,201193,Four Brothers Dover Plains,Dover Plains,12522,Dutchess County,41.7351,-73.587,139.0,209000.0,2091.0,56859.0
102,173966,RRH RIEDMAN CAMPUS,Rochester,14617,Monroe County,43.2203,-77.5994,2967.0,126300.0,9502.0,60650.0
103,162128,BURNS MGT SGA 5,Saratoga Springs,12866,Saratoga County,43.0708,-73.7408,551.0,274400.0,15618.0,67979.0
104,233182,KIA OF GREECE ABB STATION 1,Rochester,14626,Monroe County,43.2126,-77.704,2205.0,136500.0,12430.0,53944.0
105,180117,854ELLICOTT 854 ELLICOTT 2,Buffalo,14203,Erie County,42.8939,-78.8681,,,,
106,115076,Standard Parking 270 Greenwich - Tesla Destination,New York,10007,New York County,40.7139,-74.007,42751.0,1000001.0,2840.0,216037.0
107,114944,Tuthilltown Spirits - Tesla Destination,Gardiner,12525,Ulster County,41.6576,-74.1672,141.0,255900.0,1313.0,76535.0
108,197855,597 Clarkson Ave,Brooklyn,11203,Kings County,40.6505,-73.9349,35502.0,426100.0,26420.0,48400.0
109,204920,INN SQ INN SQ GW 4,Rochester,14604,Monroe County,43.1577,-77.608,,,,
110,183121,NAT GRID WRKPLC SOC LOT2 STN 3,Syracuse,13202,Onondaga County,43.041,-76.1489,5451.0,67100.0,2292.0,14537.0
111,162264,RPI 1 RPI 1,Troy,12180,Rensselaer County,42.7287,-73.6683,977.0,171900.0,21558.0,47640.0
112,191250,799 SENECA STATION 6,Buffalo,14210,Erie County,42.8614,-78.8205,4584.0,59200.0,6257.0,32197.0
113,234635,MEM. PLZ STATION 2,Pleasantville,10570,Westchester County,41.135,-73.7845,1945.0,641500.0,4201.0,123778.0
114,115001,iPark 112 E 65th Street - Tesla Destination,New York,10065,New York County,40.7651,-73.9638,83533.0,1000001.0,18544.0,115519.0
115,152461,286WAE 286 WAS AVE EXT,Albany,12203,Albany County,42.7003,-73.8575,2626.0,194800.0,12840.0,54059.0
116,162282,TOWNOFHEMPSTEAD EAST MARINA 1N,Point Lookout,11569,Nassau County,40.5905,-73.5808,3582.0,720300.0,581.0,108664.0
117,115118,City Parking RL Mercer Street - Tesla Destination,New York,10025,New York County,40.7975,-73.9683,125860.0,934600.0,44432.0,68516.0
118,162206,NATIONAL GRID KOHLS BUFFALO,Buffalo,14216,Erie County,42.9499,-78.8599,8070.0,119800.0,10811.0,45764.0
119,202164,484 43rd St,Brooklyn,11232,Kings County,40.6521,-74.0018,22028.0,582900.0,8403.0,43595.0
120,217408,35-58 72nd St,Jackson Heights,11372,Queens County,40.7513,-73.883,90360.0,265500.0,23906.0,48683.0
121,115178,Parkright 670 W 43rd Street - Tesla Destination,New York,10036,New York County,40.7597,-73.9918,55745.0,810300.0,15183.0,66599.0
122,227773,TPWC  TPWC 11,Altamont,12009,Albany County,42.7063,-74.0193,137.0,253900.0,2854.0,80750.0
123,123129,Village of Jordan,Jordan,13080,Onondaga County,43.0651,-76.4598,129.0,110100.0,1426.0,72782.0
124,230740,LABELLA LABELLA,Latham,12110,Albany County,42.7462,-73.763,1492.0,231300.0,7672.0,76408.0
125,185652,159 WOLF OFFBLD 159 WOLF RIGHT,Albany,12205,Albany County,42.7198,-73.8207,1708.0,193800.0,11663.0,65090.0
126,154172,ECONOLODGE ECONOLODGE 1.1,Malone,12953,Franklin County,44.8482,-74.2928,75.0,91300.0,4781.0,50378.0
127,195912,WATERVLIET DOME 4,Watervliet,12189,Albany County,42.7298,-73.7123,2758.0,154600.0,8303.0,47263.0
128,192933,TOWNE TV EV 1,Schenectady,12303,Schenectady County,42.7823,-73.9448,1939.0,169300.0,11969.0,61267.0
129,227429,TPWC  TPWC 5,Altamont,12009,Albany County,42.7063,-74.0193,137.0,253900.0,2854.0,80750.0
130,174638,FMCC FMCC 1,Johnstown,12095,Fulton County,43.0069,-74.3715,208.0,105700.0,4976.0,43967.0
131,167229,ROCHESTER NY EAST END GW-1,Rochester,14604,Monroe County,43.1577,-77.608,,,,
132,53442,Ruge's Chevrolet,Millbrook,12545,Dutchess County,41.7803,-73.6885,88.0,365500.0,1954.0,61869.0
133,191762,NEFJ EV 2,Albany,12203,Albany County,42.7003,-73.8575,2626.0,194800.0,12840.0,54059.0
134,121285,Village of Montour Falls,Montour Falls,14865,Schuyler County,42.3437,-76.8396,131.0,88900.0,1106.0,38839.0
135,123056,Bear Mountain State Park,Bear Mountain,10911,Orange County,41.1609,-74.0608,,,,
136,162421,SCHENECTADY LIBERTY-YATES,Schenectady,12305,Schenectady County,42.8161,-73.9398,3836.0,137500.0,2661.0,28156.0
137,183767,CHEEKTOWAGA ALEXANDER #1,Buffalo,14211,Erie County,42.9082,-78.8225,5596.0,37700.0,9367.0,20983.0
138,87725,Prettejohn Public Parking Lot,Livonia,14487,Livingston County,42.8135,-77.6635,180.0,150000.0,2352.0,67542.0
139,104135,Village of Cherry Valley,Cherry Valley,13320,Otsego County,42.7823,-74.7444,26.0,145100.0,857.0,44464.0
140,197068,BROAD MANAGMENT STATION 2,Goshen,10924,Orange County,41.3946,-74.3302,342.0,332100.0,4454.0,84661.0
141,223112,Towers on the Hudson,Troy,12180,Rensselaer County,42.7287,-73.6683,977.0,171900.0,21558.0,47640.0
142,155356,Depot Square,Sparkill,10976,Rockland County,41.0256,-73.9229,1967.0,579700.0,622.0,40675.0
143,225478,ARCHER GREEN MI STATION 1,JAMAICA,11433,Queens County,40.6969,-73.7877,21062.0,379700.0,10230.0,42887.0
144,171438,SRYMCASSB MALTA 1.3,Ballston Spa,12020,Saratoga County,43.005,-73.8486,415.0,209000.0,12295.0,68252.0
145,223134,La Terazza New City,New City,10956,Rockland County,41.1472,-73.9962,1949.0,492200.0,10344.0,119764.0
146,217125,Shults Resale Center,Dunkirk,14048,Chautauqua County,42.4877,-79.3283,647.0,66000.0,6377.0,39566.0
147,205826,Northeast Bronx YMCA,Bronx,10466,Bronx County,40.8904,-73.8503,33601.0,391300.0,23318.0,44012.0
148,206908,BORO PARK BORO CHARGE 1,Borough Park,11219,Kings County,40.6336,-73.996,62225.0,726700.0,26177.0,34316.0
149,227071,Bidleman Ford,Auburn,13021,Cayuga County,42.93,-76.5626,329.0,116100.0,16960.0,46296.0
150,191107,Howard Commons,Rochester,14606,Monroe County,43.1685,-77.6845,2907.0,103900.0,11303.0,38545.0
151,168757,Enterprise Parking 219 E 69th St - Tesla Destination,New York,10021,New York County,40.7685,-73.9588,112711.0,1000001.0,24734.0,107907.0
152,224504,ALBANY COUNTY S PEARL STN 1,Albany,12202,Albany County,42.6413,-73.7641,4700.0,115300.0,4322.0,29214.0
153,182058,233 LAKE AVE GROVE 1.2,Saratoga Springs,12866,Saratoga County,43.0708,-73.7408,551.0,274400.0,15618.0,67979.0
154,223224,Nemer Volkswagen,Latham,12110,Albany County,42.7462,-73.763,1492.0,231300.0,7672.0,76408.0
155,174768,NEW HARTFORD GW-1 1.1,New Hartford,13413,Oneida County,43.0654,-75.2906,811.0,157100.0,6818.0,64366.0
156,153790,Cabela's Crossing - Tesla Supercharger,Cheektowaga,14225,Erie County,42.9255,-78.7481,2823.0,91200.0,15115.0,45279.0
157,219453,Energy Plus Site 8,New York,10023,New York County,40.7764,-73.9827,124357.0,872500.0,34383.0,103534.0
158,229267,CORNELL STATION6,Ithaca,14853,Tompkins County,42.4474,-76.4837,,,,
159,233086,Oswego Town Hall,Oswego,13126,Oswego County,43.4394,-76.4613,369.0,96000.0,13642.0,48062.0
160,227687,City Hall of Plattsburgh,Plattsburgh,12901,Clinton County,44.6927,-73.466,440.0,134500.0,13331.0,43010.0
161,222574,266 13th St,Brooklyn,11215,Kings County,40.6669,-73.9828,29148.0,913200.0,28077.0,95654.0
162,167129,Oakwood Commons Parking Garage,Poughkeepsie,12601,Dutchess County,41.7035,-73.9117,2308.0,230300.0,15765.0,42411.0
163,168359,Walmart 1949 Fredonia,Fredonia,14063,Chautauqua County,42.4333,-79.3339,295.0,130200.0,5317.0,47982.0
164,114897,Enterprise 309 Gold Street - Tesla Destination,Brooklyn,11201,Kings County,40.694,-73.9903,35981.0,669000.0,23325.0,95369.0
165,227681,Saint Regis Mohawk Tribe Administration Building,Hogansburg,13655,St. Lawrence County,44.9825,-74.6626,174.0,111500.0,1283.0,28889.0
166,174183,TATABROOKFIELD #6,New York,10044,New York County,40.7618,-73.9505,48251.0,580400.0,4501.0,83066.0
167,186535,CAYUGA MED CTR. CAYUGA MEDICAL,Ithaca,14850,Tompkins County,42.4406,-76.4966,507.0,209800.0,24786.0,46331.0
168,197754,Bob Johnson Mazda,Rochester,14623,Monroe County,43.0834,-77.6344,1424.0,115600.0,9544.0,46149.0
169,230833,Radha Krishna Corp / Quality Inn,Syracuse,13203,Onondaga County,43.0607,-76.1369,9430.0,99900.0,7205.0,26250.0
170,123092,Jones Beach Field 6,Wantaugh,11793,Nassau County,40.685,-73.5103,3405.0,438900.0,10791.0,113277.0
171,156046,Abbe Hall,Schenectady,12308,Schenectady County,42.8179,-73.9206,6820.0,133200.0,5862.0,40598.0
172,223236,Wellington Manor Building 4399,Liverpool,13090,Onondaga County,43.1528,-76.2235,2001.0,146600.0,11880.0,70376.0
173,173930,RPI 1 GARAGE L1 S1,Troy,12180,Rensselaer County,42.7287,-73.6683,977.0,171900.0,21558.0,47640.0
174,223241,550 W. 45th St.,New York,10036,New York County,40.7597,-73.9918,55745.0,810300.0,15183.0,66599.0
175,189521,Holiday Inn - Queensbury,Queensbury,12804,Warren County,43.329,-73.6818,500.0,208400.0,10930.0,60152.0
176,180635,PICOTTE 11 CORPORATE 4,Albany,12211,Albany County,42.713,-73.7739,1425.0,275600.0,4379.0,95554.0
177,230858,"Atrium Associates, LLC",Syracuse,13202,Onondaga County,43.041,-76.1489,5451.0,67100.0,2292.0,14537.0
178,149273,TOWN GERMANTOWN MUNICIPAL LOT,Germantown,12526,Columbia County,42.1219,-73.8625,115.0,262300.0,1502.0,60430.0
179,229067,Northville Waterfront Park,Northville,12134,Fulton County,43.2662,-74.2288,18.0,161700.0,1510.0,48547.0
180,162275,COE ITC SYRACUSE UNIV,Syracuse,13210,Onondaga County,43.0354,-76.1282,6046.0,119000.0,8339.0,24591.0
181,115042,iPark 200 E 70th Street - Tesla Destination,New York,10021,New York County,40.7685,-73.9588,112711.0,1000001.0,24734.0,107907.0
182,53976,Steet-Ponte Ford Lincoln Mazda,Yorkville,13495,Oneida County,43.1116,-75.2756,2457.0,92700.0,967.0,48576.0
183,191505,5935 Broadway,Bronx,10463,Bronx County,40.8798,-73.9067,47002.0,289700.0,28408.0,54258.0
184,201365,HOLYCROSS HOLY CROSS MONA,West Park,12493,Ulster County,41.7953,-73.9809,,,,
185,99500,Nissan of Staten Island,Staten Island,10306,Richmond County,40.5682,-74.1184,7481.0,450200.0,20856.0,75807.0
186,174507,GARDEN CHARGERS JOVIA ASD 1,Westbury,11590,Nassau County,40.7557,-73.5723,6856.0,424600.0,13870.0,87894.0
187,192676,DELAWARE CHARGE DELAWARE APL 1,Albany,12209,Albany County,42.6417,-73.7854,4727.0,158100.0,4197.0,56972.0
188,226482,South Shore Chrysler Dodge Jeep RAM,Inwood,11096,Nassau County,40.6205,-73.7474,6827.0,384800.0,2536.0,48538.0
189,162182,JATC LU 363 LU 363 1,Harriman,10926,Orange County,41.3005,-74.1249,618.0,261600.0,1250.0,75906.0
190,114972,Icon Parking 235 W 48th - Tesla Destination,Manhattan,10036,New York County,40.7597,-73.9918,55745.0,810300.0,15183.0,66599.0
191,162364,NATIONAL GRID VENTLATHAM,Watervliet,12189,Albany County,42.7298,-73.7123,2758.0,154600.0,8303.0,47263.0
192,149341,Arcadian Shopping Center - Tesla Supercharger,Ossining,10562,Westchester County,41.1673,-73.8538,2307.0,442100.0,10746.0,74896.0
193,115033,Quik Park Hudson 180 LLC - Tesla Destination,New York,10069,New York County,40.778,-73.9884,49908.0,966600.0,2696.0,170630.0
194,116808,59 Allen Street - Tesla Supercharger,New York,10002,New York County,40.7152,-73.9877,92573.0,535600.0,32925.0,33218.0
195,115106,Rapidpark 35 E 75th Street - Tesla Destination,New York,10021,New York County,40.7685,-73.9588,112711.0,1000001.0,24734.0,107907.0
196,205822,Baychester Retail III LLC,Bronx,10475,Bronx County,40.8729,-73.8278,23753.0,76000.0,18534.0,43629.0
197,187883,Gotham Parking,New York,10036,New York County,40.7597,-73.9918,55745.0,810300.0,15183.0,66599.0
198,181868,TCR TOWERS EV STATION 2,Albany,12205,Albany County,42.7198,-73.8207,1708.0,193800.0,11663.0,65090.0
199,226499,James Mitsubishi Greece,Greece,14626,Monroe County,43.2126,-77.704,2205.0,136500.0,12430.0,53944.0
200,171692,ROCHESTER NY WASH SQ GARAGE1,Rochester,14607,Monroe County,43.1501,-77.589,9636.0,174100.0,9647.0,40502.0
201,115212,Cedar Lakes Estate - Tesla Destination,Port Jervis,12771,Orange County,41.3786,-74.6691,419.0,193600.0,5573.0,42797.0
202,180124,NATIONAL GRID JEFFERSON 2,Watertown,13601,Jefferson County,43.9743,-75.9122,271.0,130200.0,15470.0,42296.0
203,102347,North Utica Shopping Center - Tesla Supercharger,Utica,13502,Oneida County,43.1067,-75.2314,619.0,92600.0,13811.0,38290.0
204,120975,ROSENBLUM300 100 GREAT OAKS,Albany,12203,Albany County,42.7003,-73.8575,2626.0,194800.0,12840.0,54059.0
205,162492,BARD ALMNCT NS1-ALMNCT,Red Hook,12504,Dutchess County,42.0129,-73.9082,,,,
206,115195,Rapidpark 920 Park Avenue - Tesla Destination,New York,10025,New York County,40.7975,-73.9683,125860.0,934600.0,44432.0,68516.0
207,168557,577 Baltic Street - Adam America Real Estate - Tesla Destination,Brooklyn,11217,Kings County,40.6816,-73.9798,47796.0,857000.0,16269.0,81862.0
208,154918,College Park Hall Lot,Schenectady,12308,Schenectady County,42.8179,-73.9206,6820.0,133200.0,5862.0,40598.0
209,147504,ULSTER COUNTY POOL,New Paltz,12561,Ulster County,41.7464,-74.1092,308.0,298100.0,6132.0,66261.0
210,162228,854ELLICOTT 854 ELLICOTT 8,Buffalo,14203,Erie County,42.8939,-78.8681,,,,
211,170028,MOHAWK HARBOR01 STATION #1,Schenectady,12305,Schenectady County,42.8161,-73.9398,3836.0,137500.0,2661.0,28156.0
212,170300,"Sam's Club 6428 (Medford, NY)",Medford,11933,Suffolk County,40.9297,-72.7423,247.0,343600.0,2913.0,64593.0
213,195561,University Avenue Garage Unit 1,Syracuse,13244,Onondaga County,43.0377,-76.1396,,,,
214,180143,MUNICIPAL EVSE PARK STREET 3,Glens Falls,12801,Warren County,43.3115,-73.6448,3725.0,151400.0,6548.0,45538.0
